"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",89
"São Paulo","Positivo / Detectável",21
"Paraná","Negativo / Não Detectável",33
"Paraná","Positivo / Detectável",6
Bahia,"Negativo / Não Detectável",25
Bahia,"Positivo / Detectável",8
"Minas Gerais","Negativo / Não Detectável",25
"Minas Gerais","Positivo / Detectável",4
"Espírito Santo","Negativo / Não Detectável",16
"Espírito Santo","Positivo / Detectável",2
"Goiás","Negativo / Não Detectável",16
"Goiás","Positivo / Detectável",2
"Rio de Janeiro","Negativo / Não Detectável",18
"Maranhão","Negativo / Não Detectável",10
"Maranhão","Positivo / Detectável",6
"Rio Grande do Sul","Negativo / Não Detectável",15
"Pará","Negativo / Não Detectável",10
"Pará","Positivo / Detectável",4
"Rio Grande do Norte","Negativo / Não Detectável",12
"Rio Grande do Norte","Positivo / Detectável",1
"Ceará","Negativo / Não Detectável",8
"Santa Catarina","Negativo / Não Detectável",6
Amazonas,"Negativo / Não Detectável",5
Pernambuco,"Negativo / Não Detectável",3
Pernambuco,"Positivo / Detectável",2
Sergipe,"Negativo / Não Detectável",3
Sergipe,"Positivo / Detectável",2
"Piauí","Negativo / Não Detectável",2
"Piauí","Positivo / Detectável",2
"Mato Grosso do Sul","Negativo / Não Detectável",1
"Mato Grosso do Sul","Positivo / Detectável",1
Alagoas,"Negativo / Não Detectável",1
Roraima,"Negativo / Não Detectável",1
