"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",534
"São Paulo","Positivo / Detectável",225
"São Paulo","Inconclusivo / Indeterminado",3
"Paraná","Negativo / Não Detectável",251
"Paraná","Positivo / Detectável",18
Bahia,"Negativo / Não Detectável",204
Bahia,"Positivo / Detectável",30
Pernambuco,"Negativo / Não Detectável",151
Pernambuco,"Positivo / Detectável",66
"Rio de Janeiro","Negativo / Não Detectável",104
"Rio de Janeiro","Positivo / Detectável",82
"Rio de Janeiro","Inconclusivo / Indeterminado",2
"Espírito Santo","Negativo / Não Detectável",144
"Espírito Santo","Positivo / Detectável",41
"Ceará","Positivo / Detectável",75
"Ceará","Negativo / Não Detectável",74
"Ceará","Inconclusivo / Indeterminado",8
"Minas Gerais","Negativo / Não Detectável",135
"Minas Gerais","Inconclusivo / Indeterminado",2
"Minas Gerais","Positivo / Detectável",2
"Amapá","Negativo / Não Detectável",105
"Amapá","Positivo / Detectável",19
"Santa Catarina","Negativo / Não Detectável",104
"Santa Catarina","Positivo / Detectável",17
"Santa Catarina","Inconclusivo / Indeterminado",1
"Rio Grande do Sul","Negativo / Não Detectável",85
"Rio Grande do Sul","Positivo / Detectável",8
"Mato Grosso do Sul","Negativo / Não Detectável",77
"Mato Grosso do Sul","Positivo / Detectável",3
"Rio Grande do Norte","Negativo / Não Detectável",53
"Rio Grande do Norte","Positivo / Detectável",9
"Goiás","Negativo / Não Detectável",55
"Goiás","Positivo / Detectável",5
"Pará","Negativo / Não Detectável",50
"Pará","Positivo / Detectável",6
Sergipe,"Negativo / Não Detectável",50
Sergipe,"Positivo / Detectável",3
Amazonas,"Negativo / Não Detectável",52
"Maranhão","Positivo / Detectável",24
"Maranhão","Negativo / Não Detectável",20
Alagoas,"Negativo / Não Detectável",39
Alagoas,"Positivo / Detectável",2
Alagoas,"Inconclusivo / Indeterminado",1
"Piauí","Negativo / Não Detectável",31
"Piauí","Positivo / Detectável",6
"Mato Grosso","Negativo / Não Detectável",30
"Paraíba","Negativo / Não Detectável",22
"Paraíba","Positivo / Detectável",7
Roraima,"Negativo / Não Detectável",8
Roraima,"Positivo / Detectável",1
"Rondônia","Negativo / Não Detectável",8
Tocantins,"Negativo / Não Detectável",6
Acre,"Positivo / Detectável",3
Acre,"Negativo / Não Detectável",1
"Distrito Federal","Negativo / Não Detectável",3
