"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável",19
"Paraná","Positivo / Detectável",4
"São Paulo","Negativo / Não Detectável",15
"São Paulo","Positivo / Detectável",5
"Maranhão","Negativo / Não Detectável",7
"Maranhão","Positivo / Detectável",1
"Espírito Santo","Negativo / Não Detectável",4
"Espírito Santo","Positivo / Detectável",2
"Minas Gerais","Negativo / Não Detectável",6
Tocantins,"Negativo / Não Detectável",5
Tocantins,"Positivo / Detectável",1
"Rio Grande do Sul","Negativo / Não Detectável",5
Amazonas,"Negativo / Não Detectável",4
"Rio de Janeiro","Positivo / Detectável",3
"Rio de Janeiro","Negativo / Não Detectável",1
Bahia,"Negativo / Não Detectável",3
Acre,"Negativo / Não Detectável",1
Acre,"Positivo / Detectável",1
"Ceará","Negativo / Não Detectável",1
"Ceará","Positivo / Detectável",1
"Goiás","Negativo / Não Detectável",2
"Pará","Negativo / Não Detectável",1
"Pará","Positivo / Detectável",1
Pernambuco,"Negativo / Não Detectável",2
"Santa Catarina","Positivo / Detectável",2
"Amapá","Positivo / Detectável",1
"Mato Grosso","Negativo / Não Detectável",1
