"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",219
"São Paulo","Positivo / Detectável",50
"São Paulo","Inconclusivo / Indeterminado",1
"Paraná","Negativo / Não Detectável",122
"Paraná","Positivo / Detectável",40
"Minas Gerais","Negativo / Não Detectável",77
"Minas Gerais","Positivo / Detectável",13
Bahia,"Negativo / Não Detectável",54
Bahia,"Positivo / Detectável",30
"Rio Grande do Sul","Negativo / Não Detectável",56
"Rio Grande do Sul","Positivo / Detectável",2
"Rio de Janeiro","Negativo / Não Detectável",35
"Rio de Janeiro","Positivo / Detectável",5
"Rio de Janeiro","Inconclusivo / Indeterminado",1
"Goiás","Negativo / Não Detectável",28
"Goiás","Positivo / Detectável",9
"Espírito Santo","Negativo / Não Detectável",34
"Espírito Santo","Positivo / Detectável",2
Amazonas,"Negativo / Não Detectável",27
Amazonas,"Positivo / Detectável",4
Pernambuco,"Negativo / Não Detectável",25
Pernambuco,"Positivo / Detectável",5
"Santa Catarina","Negativo / Não Detectável",21
"Santa Catarina","Positivo / Detectável",4
"Santa Catarina","Inconclusivo / Indeterminado",2
"Piauí","Negativo / Não Detectável",22
"Piauí","Positivo / Detectável",4
"Rio Grande do Norte","Negativo / Não Detectável",21
"Rio Grande do Norte","Positivo / Detectável",1
"Ceará","Negativo / Não Detectável",13
"Ceará","Positivo / Detectável",8
"Paraíba","Negativo / Não Detectável",16
"Paraíba","Positivo / Detectável",3
Acre,"Negativo / Não Detectável",15
Acre,"Positivo / Detectável",1
Alagoas,"Negativo / Não Detectável",16
Sergipe,"Negativo / Não Detectável",11
Sergipe,"Positivo / Detectável",4
"Mato Grosso do Sul","Negativo / Não Detectável",12
"Mato Grosso do Sul","Positivo / Detectável",1
"Pará","Negativo / Não Detectável",5
"Pará","Positivo / Detectável",5
"Maranhão","Positivo / Detectável",5
"Maranhão","Negativo / Não Detectável",4
"Rondônia","Negativo / Não Detectável",8
"Rondônia","Positivo / Detectável",1
Tocantins,"Negativo / Não Detectável",5
Tocantins,"Positivo / Detectável",1
"Mato Grosso","Negativo / Não Detectável",3
Roraima,"Negativo / Não Detectável",3
"Distrito Federal","Negativo / Não Detectável",2
