"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","4.686"
"São Paulo","Positivo / Detectável","2.557"
"São Paulo","Inconclusivo / Indeterminado",26
"Paraná","Negativo / Não Detectável","4.950"
"Paraná","Positivo / Detectável","1.802"
Bahia,"Negativo / Não Detectável","2.232"
Bahia,"Positivo / Detectável",919
Bahia,"Inconclusivo / Indeterminado",6
"Rio Grande do Sul","Negativo / Não Detectável","1.541"
"Rio Grande do Sul","Positivo / Detectável",650
"Rio Grande do Sul","Inconclusivo / Indeterminado",2
"Ceará","Negativo / Não Detectável","1.767"
"Ceará","Positivo / Detectável",330
Pernambuco,"Negativo / Não Detectável","1.589"
Pernambuco,"Positivo / Detectável",374
Pernambuco,"Inconclusivo / Indeterminado",3
"Minas Gerais","Negativo / Não Detectável","1.260"
"Minas Gerais","Positivo / Detectável",374
"Minas Gerais","Inconclusivo / Indeterminado",54
"Santa Catarina","Negativo / Não Detectável","1.255"
"Santa Catarina","Positivo / Detectável",410
"Santa Catarina","Inconclusivo / Indeterminado",2
"Rio de Janeiro","Negativo / Não Detectável","1.180"
"Rio de Janeiro","Positivo / Detectável",407
"Rio de Janeiro","Inconclusivo / Indeterminado",1
"Goiás","Negativo / Não Detectável",869
"Goiás","Positivo / Detectável",331
"Goiás","Inconclusivo / Indeterminado",1
"Mato Grosso do Sul","Negativo / Não Detectável",760
"Mato Grosso do Sul","Positivo / Detectável",381
"Mato Grosso do Sul","Inconclusivo / Indeterminado",2
Tocantins,"Negativo / Não Detectável",556
Tocantins,"Positivo / Detectável",505
"Espírito Santo","Negativo / Não Detectável",706
"Espírito Santo","Positivo / Detectável",271
"Espírito Santo","Inconclusivo / Indeterminado",12
"Rio Grande do Norte","Negativo / Não Detectável",617
"Rio Grande do Norte","Positivo / Detectável",189
"Rio Grande do Norte","Inconclusivo / Indeterminado",4
Sergipe,"Negativo / Não Detectável",588
Sergipe,"Positivo / Detectável",193
"Rondônia","Negativo / Não Detectável",475
"Rondônia","Positivo / Detectável",264
"Rondônia","Inconclusivo / Indeterminado",4
"Pará","Negativo / Não Detectável",368
"Pará","Positivo / Detectável",103
"Piauí","Negativo / Não Detectável",315
"Piauí","Positivo / Detectável",102
"Maranhão","Negativo / Não Detectável",204
"Maranhão","Positivo / Detectável",29
"Paraíba","Negativo / Não Detectável",157
"Paraíba","Positivo / Detectável",47
Acre,"Negativo / Não Detectável",124
Acre,"Positivo / Detectável",34
Amazonas,"Negativo / Não Detectável",109
Amazonas,"Positivo / Detectável",38
Alagoas,"Negativo / Não Detectável",106
Alagoas,"Positivo / Detectável",16
"Amapá","Negativo / Não Detectável",72
"Amapá","Positivo / Detectável",6
Roraima,"Negativo / Não Detectável",54
Roraima,"Positivo / Detectável",9
"Mato Grosso","Negativo / Não Detectável",20
"Mato Grosso","Positivo / Detectável",14
"Distrito Federal","Negativo / Não Detectável",12
"Distrito Federal","Positivo / Detectável",6
