"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável","3.860"
"Paraná","Positivo / Detectável","1.436"
"Paraná","Inconclusivo / Indeterminado",15
"São Paulo","Negativo / Não Detectável","2.597"
"São Paulo","Positivo / Detectável","1.757"
"São Paulo","Inconclusivo / Indeterminado",16
Bahia,"Negativo / Não Detectável","1.335"
Bahia,"Positivo / Detectável",746
Bahia,"Inconclusivo / Indeterminado",19
"Mato Grosso","Negativo / Não Detectável",729
"Mato Grosso","Positivo / Detectável",498
"Mato Grosso","Inconclusivo / Indeterminado",6
"Minas Gerais","Negativo / Não Detectável",791
"Minas Gerais","Positivo / Detectável",349
"Minas Gerais","Inconclusivo / Indeterminado",11
"Rio Grande do Sul","Negativo / Não Detectável",697
"Rio Grande do Sul","Positivo / Detectável",357
"Rio Grande do Sul","Inconclusivo / Indeterminado",1
"Espírito Santo","Negativo / Não Detectável",518
"Espírito Santo","Positivo / Detectável",509
"Espírito Santo","Inconclusivo / Indeterminado",14
"Rio de Janeiro","Negativo / Não Detectável",763
"Rio de Janeiro","Positivo / Detectável",220
"Rio de Janeiro","Inconclusivo / Indeterminado",6
"Mato Grosso do Sul","Negativo / Não Detectável",782
"Mato Grosso do Sul","Positivo / Detectável",115
"Santa Catarina","Negativo / Não Detectável",553
"Santa Catarina","Positivo / Detectável",342
"Santa Catarina","Inconclusivo / Indeterminado",2
Pernambuco,"Negativo / Não Detectável",436
Pernambuco,"Positivo / Detectável",359
Pernambuco,"Inconclusivo / Indeterminado",39
Sergipe,"Positivo / Detectável",629
Sergipe,"Negativo / Não Detectável",143
"Ceará","Negativo / Não Detectável",408
"Ceará","Positivo / Detectável",209
"Ceará","Inconclusivo / Indeterminado",2
"Rio Grande do Norte","Positivo / Detectável",275
"Rio Grande do Norte","Negativo / Não Detectável",245
"Rondônia","Positivo / Detectável",256
"Rondônia","Negativo / Não Detectável",199
"Rondônia","Inconclusivo / Indeterminado",11
"Goiás","Negativo / Não Detectável",198
"Goiás","Positivo / Detectável",168
Tocantins,"Negativo / Não Detectável",195
Tocantins,"Positivo / Detectável",140
"Pará","Negativo / Não Detectável",160
"Pará","Positivo / Detectável",109
Amazonas,"Negativo / Não Detectável",184
Amazonas,"Positivo / Detectável",77
Amazonas,"Inconclusivo / Indeterminado",3
Roraima,"Positivo / Detectável",184
Roraima,"Negativo / Não Detectável",65
"Maranhão","Negativo / Não Detectável",207
"Maranhão","Positivo / Detectável",39
"Piauí","Positivo / Detectável",134
"Piauí","Negativo / Não Detectável",109
"Paraíba","Negativo / Não Detectável",149
"Paraíba","Positivo / Detectável",85
Acre,"Positivo / Detectável",120
Acre,"Negativo / Não Detectável",101
Acre,"Inconclusivo / Indeterminado",1
Alagoas,"Positivo / Detectável",102
Alagoas,"Negativo / Não Detectável",86
"Amapá","Negativo / Não Detectável",84
"Amapá","Positivo / Detectável",39
"Distrito Federal","Negativo / Não Detectável",10
"Distrito Federal","Positivo / Detectável",2
