"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",797
"São Paulo","Positivo / Detectável",377
"Rio de Janeiro","Positivo / Detectável",614
"Rio de Janeiro","Negativo / Não Detectável",333
"Rio de Janeiro","Inconclusivo / Indeterminado",44
Pernambuco,"Positivo / Detectável",490
Pernambuco,"Negativo / Não Detectável",393
Pernambuco,"Inconclusivo / Indeterminado",16
"Paraná","Negativo / Não Detectável",720
"Paraná","Positivo / Detectável",56
"Minas Gerais","Negativo / Não Detectável",567
"Minas Gerais","Positivo / Detectável",16
"Minas Gerais","Inconclusivo / Indeterminado",1
Bahia,"Negativo / Não Detectável",432
Bahia,"Positivo / Detectável",91
Amazonas,"Positivo / Detectável",280
Amazonas,"Negativo / Não Detectável",199
Amazonas,"Inconclusivo / Indeterminado",6
"Espírito Santo","Negativo / Não Detectável",323
"Espírito Santo","Positivo / Detectável",114
"Espírito Santo","Inconclusivo / Indeterminado",2
"Ceará","Positivo / Detectável",247
"Ceará","Negativo / Não Detectável",157
"Ceará","Inconclusivo / Indeterminado",11
"Santa Catarina","Negativo / Não Detectável",339
"Santa Catarina","Positivo / Detectável",16
"Maranhão","Positivo / Detectável",149
"Maranhão","Negativo / Não Detectável",112
"Pará","Positivo / Detectável",172
"Pará","Negativo / Não Detectável",75
"Pará","Inconclusivo / Indeterminado",4
"Rio Grande do Sul","Negativo / Não Detectável",203
"Rio Grande do Sul","Positivo / Detectável",18
"Amapá","Negativo / Não Detectável",138
"Amapá","Positivo / Detectável",80
"Mato Grosso do Sul","Negativo / Não Detectável",168
"Mato Grosso do Sul","Positivo / Detectável",8
"Goiás","Negativo / Não Detectável",118
"Goiás","Positivo / Detectável",8
"Piauí","Negativo / Não Detectável",101
"Piauí","Positivo / Detectável",19
"Rondônia","Negativo / Não Detectável",101
"Rondônia","Positivo / Detectável",14
Sergipe,"Negativo / Não Detectável",73
Sergipe,"Positivo / Detectável",19
"Rio Grande do Norte","Negativo / Não Detectável",57
"Rio Grande do Norte","Positivo / Detectável",34
Alagoas,"Negativo / Não Detectável",54
Alagoas,"Positivo / Detectável",26
Alagoas,"Inconclusivo / Indeterminado",1
Acre,"Negativo / Não Detectável",58
Acre,"Positivo / Detectável",15
"Paraíba","Negativo / Não Detectável",48
"Paraíba","Positivo / Detectável",19
"Mato Grosso","Negativo / Não Detectável",55
"Mato Grosso","Positivo / Detectável",4
Roraima,"Positivo / Detectável",18
Roraima,"Negativo / Não Detectável",9
Tocantins,"Negativo / Não Detectável",9
"Distrito Federal","Positivo / Detectável",1
