"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável","1.727"
"Paraná","Positivo / Detectável",483
"São Paulo","Negativo / Não Detectável","1.046"
"São Paulo","Positivo / Detectável",545
"São Paulo","Inconclusivo / Indeterminado",2
"Rio Grande do Sul","Negativo / Não Detectável",472
"Rio Grande do Sul","Positivo / Detectável",194
"Rio Grande do Sul","Inconclusivo / Indeterminado",4
"Santa Catarina","Negativo / Não Detectável",393
"Santa Catarina","Positivo / Detectável",148
"Rio de Janeiro","Negativo / Não Detectável",291
"Rio de Janeiro","Positivo / Detectável",147
"Rio de Janeiro","Inconclusivo / Indeterminado",10
Pernambuco,"Negativo / Não Detectável",391
Pernambuco,"Positivo / Detectável",77
Bahia,"Negativo / Não Detectável",244
Bahia,"Positivo / Detectável",160
Bahia,"Inconclusivo / Indeterminado",11
"Mato Grosso do Sul","Negativo / Não Detectável",311
"Mato Grosso do Sul","Positivo / Detectável",99
"Minas Gerais","Negativo / Não Detectável",292
"Minas Gerais","Positivo / Detectável",84
"Minas Gerais","Inconclusivo / Indeterminado",1
"Ceará","Negativo / Não Detectável",318
"Ceará","Positivo / Detectável",54
"Ceará","Inconclusivo / Indeterminado",1
Sergipe,"Positivo / Detectável",123
Sergipe,"Negativo / Não Detectável",96
"Pará","Negativo / Não Detectável",109
"Pará","Positivo / Detectável",55
"Rondônia","Negativo / Não Detectável",86
"Rondônia","Positivo / Detectável",42
"Rio Grande do Norte","Negativo / Não Detectável",96
"Rio Grande do Norte","Positivo / Detectável",22
"Rio Grande do Norte","Inconclusivo / Indeterminado",1
Acre,"Negativo / Não Detectável",53
Acre,"Positivo / Detectável",21
Tocantins,"Negativo / Não Detectável",44
Tocantins,"Positivo / Detectável",27
Amazonas,"Negativo / Não Detectável",44
Amazonas,"Positivo / Detectável",16
"Paraíba","Negativo / Não Detectável",41
"Paraíba","Positivo / Detectável",16
"Goiás","Negativo / Não Detectável",27
"Goiás","Positivo / Detectável",25
"Maranhão","Negativo / Não Detectável",44
"Maranhão","Positivo / Detectável",3
Alagoas,"Negativo / Não Detectável",22
Alagoas,"Positivo / Detectável",3
Roraima,"Positivo / Detectável",13
Roraima,"Negativo / Não Detectável",5
"Mato Grosso","Negativo / Não Detectável",4
"Mato Grosso","Inconclusivo / Indeterminado",1
"Mato Grosso","Positivo / Detectável",1
"Piauí","Negativo / Não Detectável",3
"Piauí","Positivo / Detectável",1
"Distrito Federal","Negativo / Não Detectável",2
"Distrito Federal","Positivo / Detectável",1
"Espírito Santo","Negativo / Não Detectável",2
"Espírito Santo","Inconclusivo / Indeterminado",1
"Amapá","Negativo / Não Detectável",1
"Amapá","Positivo / Detectável",1
