"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável",14
"Paraná","Positivo / Detectável",4
"São Paulo","Negativo / Não Detectável",9
"Ceará","Negativo / Não Detectável",5
"Ceará","Positivo / Detectável",2
"Mato Grosso do Sul","Negativo / Não Detectável",3
"Mato Grosso do Sul","Positivo / Detectável",2
Amazonas,"Negativo / Não Detectável",3
Amazonas,"Positivo / Detectável",1
Bahia,"Negativo / Não Detectável",4
"Pará","Negativo / Não Detectável",1
"Rio Grande do Sul","Positivo / Detectável",1
