"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","4.445"
"São Paulo","Positivo / Detectável","2.009"
"São Paulo","Inconclusivo / Indeterminado",44
"Paraná","Negativo / Não Detectável","4.655"
"Paraná","Positivo / Detectável","1.079"
"Ceará","Negativo / Não Detectável","2.355"
"Ceará","Positivo / Detectável",388
"Ceará","Inconclusivo / Indeterminado",2
"Rio Grande do Sul","Negativo / Não Detectável","1.753"
"Rio Grande do Sul","Positivo / Detectável",527
"Rio Grande do Sul","Inconclusivo / Indeterminado",17
Bahia,"Negativo / Não Detectável","1.403"
Bahia,"Positivo / Detectável",775
Bahia,"Inconclusivo / Indeterminado",60
Pernambuco,"Negativo / Não Detectável","1.604"
Pernambuco,"Positivo / Detectável",241
Pernambuco,"Inconclusivo / Indeterminado",1
"Rio de Janeiro","Negativo / Não Detectável","1.249"
"Rio de Janeiro","Positivo / Detectável",493
"Rio de Janeiro","Inconclusivo / Indeterminado",24
"Minas Gerais","Negativo / Não Detectável","1.311"
"Minas Gerais","Positivo / Detectável",468
"Minas Gerais","Inconclusivo / Indeterminado",25
"Santa Catarina","Negativo / Não Detectável","1.413"
"Santa Catarina","Positivo / Detectável",322
"Santa Catarina","Inconclusivo / Indeterminado",2
"Espírito Santo","Negativo / Não Detectável","1.002"
"Espírito Santo","Positivo / Detectável",484
"Espírito Santo","Inconclusivo / Indeterminado",5
"Mato Grosso do Sul","Negativo / Não Detectável",765
"Mato Grosso do Sul","Positivo / Detectável",264
"Mato Grosso do Sul","Inconclusivo / Indeterminado",3
"Piauí","Negativo / Não Detectável",518
"Piauí","Positivo / Detectável",205
"Rondônia","Negativo / Não Detectável",564
"Rondônia","Positivo / Detectável",104
"Rondônia","Inconclusivo / Indeterminado",1
"Rio Grande do Norte","Negativo / Não Detectável",539
"Rio Grande do Norte","Positivo / Detectável",112
Sergipe,"Negativo / Não Detectável",441
Sergipe,"Positivo / Detectável",154
"Goiás","Negativo / Não Detectável",280
"Goiás","Positivo / Detectável",171
Tocantins,"Negativo / Não Detectável",200
Tocantins,"Positivo / Detectável",136
"Paraíba","Negativo / Não Detectável",255
"Paraíba","Positivo / Detectável",62
Amazonas,"Negativo / Não Detectável",207
Amazonas,"Positivo / Detectável",65
Amazonas,"Inconclusivo / Indeterminado",2
"Mato Grosso","Negativo / Não Detectável",156
"Mato Grosso","Positivo / Detectável",81
"Pará","Negativo / Não Detectável",192
"Pará","Positivo / Detectável",34
"Maranhão","Negativo / Não Detectável",176
"Maranhão","Positivo / Detectável",19
Acre,"Negativo / Não Detectável",123
Acre,"Positivo / Detectável",27
Alagoas,"Negativo / Não Detectável",105
Alagoas,"Positivo / Detectável",6
Roraima,"Negativo / Não Detectável",56
Roraima,"Positivo / Detectável",21
"Distrito Federal","Negativo / Não Detectável",20
"Distrito Federal","Positivo / Detectável",5
"Amapá","Negativo / Não Detectável",1
