"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",474
"São Paulo","Positivo / Detectável",211
"São Paulo","Inconclusivo / Indeterminado",2
Bahia,"Negativo / Não Detectável",219
Bahia,"Positivo / Detectável",23
"Paraná","Negativo / Não Detectável",213
"Paraná","Positivo / Detectável",16
"Paraná","Inconclusivo / Indeterminado",2
"Rio de Janeiro","Positivo / Detectável",102
"Rio de Janeiro","Negativo / Não Detectável",99
"Rio de Janeiro","Inconclusivo / Indeterminado",6
Pernambuco,"Negativo / Não Detectável",156
Pernambuco,"Positivo / Detectável",49
"Espírito Santo","Negativo / Não Detectável",141
"Espírito Santo","Positivo / Detectável",36
"Ceará","Positivo / Detectável",69
"Ceará","Negativo / Não Detectável",65
"Ceará","Inconclusivo / Indeterminado",10
"Minas Gerais","Negativo / Não Detectável",124
"Minas Gerais","Positivo / Detectável",6
"Minas Gerais","Inconclusivo / Indeterminado",4
Amazonas,"Positivo / Detectável",74
Amazonas,"Negativo / Não Detectável",41
"Goiás","Negativo / Não Detectável",98
"Goiás","Positivo / Detectável",9
"Mato Grosso do Sul","Negativo / Não Detectável",82
"Mato Grosso do Sul","Positivo / Detectável",8
"Rio Grande do Sul","Negativo / Não Detectável",81
"Rio Grande do Sul","Positivo / Detectável",6
"Santa Catarina","Negativo / Não Detectável",70
"Santa Catarina","Positivo / Detectável",10
"Santa Catarina","Inconclusivo / Indeterminado",2
"Amapá","Negativo / Não Detectável",57
"Amapá","Positivo / Detectável",11
"Piauí","Negativo / Não Detectável",55
"Piauí","Positivo / Detectável",5
"Pará","Negativo / Não Detectável",42
"Pará","Positivo / Detectável",16
"Rio Grande do Norte","Negativo / Não Detectável",45
"Rio Grande do Norte","Positivo / Detectável",6
"Rio Grande do Norte","Inconclusivo / Indeterminado",1
Alagoas,"Negativo / Não Detectável",40
Alagoas,"Positivo / Detectável",2
"Maranhão","Negativo / Não Detectável",15
"Maranhão","Positivo / Detectável",15
Sergipe,"Negativo / Não Detectável",27
Sergipe,"Positivo / Detectável",3
"Mato Grosso","Negativo / Não Detectável",18
"Mato Grosso","Positivo / Detectável",4
"Paraíba","Negativo / Não Detectável",14
"Paraíba","Positivo / Detectável",1
"Rondônia","Negativo / Não Detectável",13
Roraima,"Positivo / Detectável",4
Roraima,"Negativo / Não Detectável",2
Acre,"Positivo / Detectável",3
Acre,"Negativo / Não Detectável",1
Tocantins,"Negativo / Não Detectável",4
"Distrito Federal","Negativo / Não Detectável",1
