"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável","1.601"
"Paraná","Positivo / Detectável",520
"Paraná","Inconclusivo / Indeterminado",1
"Rio Grande do Sul","Negativo / Não Detectável",376
"Rio Grande do Sul","Positivo / Detectável",198
"Rio Grande do Sul","Inconclusivo / Indeterminado",4
"Ceará","Negativo / Não Detectável",462
"Ceará","Positivo / Detectável",73
"Santa Catarina","Negativo / Não Detectável",340
"Santa Catarina","Positivo / Detectável",190
"Santa Catarina","Inconclusivo / Indeterminado",1
"São Paulo","Negativo / Não Detectável",382
"São Paulo","Positivo / Detectável",141
"São Paulo","Inconclusivo / Indeterminado",1
Bahia,"Negativo / Não Detectável",268
Bahia,"Positivo / Detectável",162
Bahia,"Inconclusivo / Indeterminado",9
Pernambuco,"Negativo / Não Detectável",353
Pernambuco,"Positivo / Detectável",81
"Minas Gerais","Negativo / Não Detectável",309
"Minas Gerais","Positivo / Detectável",113
"Minas Gerais","Inconclusivo / Indeterminado",2
"Mato Grosso do Sul","Negativo / Não Detectável",269
"Mato Grosso do Sul","Positivo / Detectável",83
"Mato Grosso do Sul","Inconclusivo / Indeterminado",2
"Rio de Janeiro","Negativo / Não Detectável",191
"Rio de Janeiro","Positivo / Detectável",123
"Rio de Janeiro","Inconclusivo / Indeterminado",16
"Pará","Negativo / Não Detectável",155
"Pará","Positivo / Detectável",92
"Pará","Inconclusivo / Indeterminado",3
Sergipe,"Positivo / Detectável",146
Sergipe,"Negativo / Não Detectável",100
"Rondônia","Negativo / Não Detectável",105
"Rondônia","Positivo / Detectável",65
"Rondônia","Inconclusivo / Indeterminado",2
"Goiás","Negativo / Não Detectável",83
"Goiás","Positivo / Detectável",48
"Rio Grande do Norte","Negativo / Não Detectável",97
"Rio Grande do Norte","Positivo / Detectável",19
Tocantins,"Negativo / Não Detectável",87
Tocantins,"Positivo / Detectável",19
"Paraíba","Negativo / Não Detectável",55
"Paraíba","Positivo / Detectável",20
Acre,"Negativo / Não Detectável",55
Acre,"Positivo / Detectável",15
Amazonas,"Negativo / Não Detectável",38
Amazonas,"Positivo / Detectável",20
Amazonas,"Inconclusivo / Indeterminado",1
"Maranhão","Negativo / Não Detectável",42
"Maranhão","Positivo / Detectável",7
Roraima,"Negativo / Não Detectável",19
Roraima,"Positivo / Detectável",7
Alagoas,"Negativo / Não Detectável",19
Alagoas,"Positivo / Detectável",2
"Distrito Federal","Negativo / Não Detectável",12
"Amapá","Negativo / Não Detectável",4
"Amapá","Positivo / Detectável",2
"Mato Grosso","Negativo / Não Detectável",3
"Mato Grosso","Positivo / Detectável",1
"Piauí","Negativo / Não Detectável",2
"Espírito Santo","Negativo / Não Detectável",1
