"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",447
"São Paulo","Positivo / Detectável",188
"São Paulo","Inconclusivo / Indeterminado",8
Pernambuco,"Negativo / Não Detectável",171
Pernambuco,"Positivo / Detectável",116
Pernambuco,"Inconclusivo / Indeterminado",1
"Espírito Santo","Negativo / Não Detectável",204
"Espírito Santo","Positivo / Detectável",47
"Minas Gerais","Negativo / Não Detectável",237
"Minas Gerais","Positivo / Detectável",6
"Minas Gerais","Inconclusivo / Indeterminado",2
Bahia,"Negativo / Não Detectável",204
Bahia,"Positivo / Detectável",37
"Rio de Janeiro","Positivo / Detectável",136
"Rio de Janeiro","Negativo / Não Detectável",91
"Rio de Janeiro","Inconclusivo / Indeterminado",9
"Ceará","Positivo / Detectável",124
"Ceará","Negativo / Não Detectável",83
"Ceará","Inconclusivo / Indeterminado",4
"Paraná","Negativo / Não Detectável",178
"Paraná","Positivo / Detectável",11
Amazonas,"Positivo / Detectável",123
Amazonas,"Negativo / Não Detectável",53
Amazonas,"Inconclusivo / Indeterminado",2
"Pará","Negativo / Não Detectável",76
"Pará","Positivo / Detectável",61
"Santa Catarina","Negativo / Não Detectável",95
"Santa Catarina","Positivo / Detectável",14
"Mato Grosso do Sul","Negativo / Não Detectável",100
"Mato Grosso do Sul","Positivo / Detectável",5
"Rio Grande do Sul","Negativo / Não Detectável",85
"Rio Grande do Sul","Positivo / Detectável",11
"Goiás","Negativo / Não Detectável",72
"Goiás","Positivo / Detectável",4
"Maranhão","Positivo / Detectável",49
"Maranhão","Negativo / Não Detectável",19
"Piauí","Negativo / Não Detectável",61
"Piauí","Positivo / Detectável",3
"Amapá","Negativo / Não Detectável",36
"Amapá","Positivo / Detectável",18
Alagoas,"Negativo / Não Detectável",27
Alagoas,"Positivo / Detectável",18
Alagoas,"Inconclusivo / Indeterminado",1
"Rondônia","Negativo / Não Detectável",36
"Rondônia","Positivo / Detectável",4
"Rio Grande do Norte","Negativo / Não Detectável",29
"Rio Grande do Norte","Positivo / Detectável",9
Acre,"Negativo / Não Detectável",28
Acre,"Positivo / Detectável",4
"Paraíba","Negativo / Não Detectável",18
"Paraíba","Positivo / Detectável",4
Sergipe,"Negativo / Não Detectável",20
Sergipe,"Positivo / Detectável",1
Tocantins,"Negativo / Não Detectável",17
Tocantins,"Positivo / Detectável",2
Roraima,"Negativo / Não Detectável",8
Roraima,"Positivo / Detectável",7
"Mato Grosso","Negativo / Não Detectável",10
"Mato Grosso","Positivo / Detectável",1
