"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",953
"São Paulo","Positivo / Detectável",348
"São Paulo","Inconclusivo / Indeterminado",8
"Paraná","Negativo / Não Detectável",726
"Paraná","Positivo / Detectável",39
"Paraná","Inconclusivo / Indeterminado",1
"Rio de Janeiro","Positivo / Detectável",351
"Rio de Janeiro","Negativo / Não Detectável",235
"Rio de Janeiro","Inconclusivo / Indeterminado",26
Pernambuco,"Negativo / Não Detectável",272
Pernambuco,"Positivo / Detectável",187
Pernambuco,"Inconclusivo / Indeterminado",3
Amazonas,"Negativo / Não Detectável",220
Amazonas,"Positivo / Detectável",155
Amazonas,"Inconclusivo / Indeterminado",2
Bahia,"Negativo / Não Detectável",331
Bahia,"Positivo / Detectável",35
"Minas Gerais","Negativo / Não Detectável",280
"Minas Gerais","Inconclusivo / Indeterminado",22
"Minas Gerais","Positivo / Detectável",15
"Ceará","Negativo / Não Detectável",205
"Ceará","Positivo / Detectável",105
"Ceará","Inconclusivo / Indeterminado",6
"Espírito Santo","Negativo / Não Detectável",238
"Espírito Santo","Positivo / Detectável",53
"Espírito Santo","Inconclusivo / Indeterminado",1
"Mato Grosso do Sul","Negativo / Não Detectável",201
"Mato Grosso do Sul","Positivo / Detectável",11
"Mato Grosso do Sul","Inconclusivo / Indeterminado",1
"Santa Catarina","Negativo / Não Detectável",177
"Santa Catarina","Positivo / Detectável",33
"Santa Catarina","Inconclusivo / Indeterminado",1
"Maranhão","Negativo / Não Detectável",92
"Maranhão","Positivo / Detectável",92
"Rio Grande do Sul","Negativo / Não Detectável",162
"Rio Grande do Sul","Positivo / Detectável",13
"Pará","Negativo / Não Detectável",73
"Pará","Positivo / Detectável",59
"Rio Grande do Norte","Negativo / Não Detectável",89
"Rio Grande do Norte","Positivo / Detectável",17
"Goiás","Negativo / Não Detectável",94
"Goiás","Positivo / Detectável",9
"Piauí","Negativo / Não Detectável",90
"Piauí","Positivo / Detectável",11
"Amapá","Negativo / Não Detectável",48
"Amapá","Positivo / Detectável",25
"Rondônia","Negativo / Não Detectável",61
"Rondônia","Positivo / Detectável",5
Sergipe,"Negativo / Não Detectável",51
Sergipe,"Positivo / Detectável",4
Alagoas,"Negativo / Não Detectável",41
Alagoas,"Positivo / Detectável",5
Alagoas,"Inconclusivo / Indeterminado",1
"Paraíba","Negativo / Não Detectável",43
"Paraíba","Positivo / Detectável",3
"Mato Grosso","Negativo / Não Detectável",41
"Mato Grosso","Positivo / Detectável",2
Roraima,"Negativo / Não Detectável",34
Roraima,"Positivo / Detectável",6
Tocantins,"Negativo / Não Detectável",16
Tocantins,"Positivo / Detectável",1
Acre,"Positivo / Detectável",6
Acre,"Negativo / Não Detectável",2
