"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável","2.915"
"Paraná","Positivo / Detectável","1.099"
"Paraná","Inconclusivo / Indeterminado",14
"São Paulo","Negativo / Não Detectável","1.982"
"São Paulo","Positivo / Detectável","1.240"
"São Paulo","Inconclusivo / Indeterminado",11
Bahia,"Negativo / Não Detectável","1.234"
Bahia,"Positivo / Detectável",779
Bahia,"Inconclusivo / Indeterminado",49
"Rio de Janeiro","Negativo / Não Detectável",655
"Rio de Janeiro","Positivo / Detectável",303
"Rio de Janeiro","Inconclusivo / Indeterminado",4
"Espírito Santo","Positivo / Detectável",460
"Espírito Santo","Negativo / Não Detectável",398
"Espírito Santo","Inconclusivo / Indeterminado",26
"Mato Grosso","Negativo / Não Detectável",511
"Mato Grosso","Positivo / Detectável",310
"Mato Grosso","Inconclusivo / Indeterminado",15
"Rio Grande do Sul","Negativo / Não Detectável",548
"Rio Grande do Sul","Positivo / Detectável",239
"Rio Grande do Sul","Inconclusivo / Indeterminado",2
"Minas Gerais","Negativo / Não Detectável",493
"Minas Gerais","Positivo / Detectável",263
"Minas Gerais","Inconclusivo / Indeterminado",11
"Mato Grosso do Sul","Negativo / Não Detectável",607
"Mato Grosso do Sul","Positivo / Detectável",130
"Mato Grosso do Sul","Inconclusivo / Indeterminado",3
"Santa Catarina","Negativo / Não Detectável",469
"Santa Catarina","Positivo / Detectável",259
Pernambuco,"Negativo / Não Detectável",330
Pernambuco,"Positivo / Detectável",285
Pernambuco,"Inconclusivo / Indeterminado",4
Sergipe,"Positivo / Detectável",509
Sergipe,"Negativo / Não Detectável",101
"Rondônia","Positivo / Detectável",337
"Rondônia","Negativo / Não Detectável",249
"Rondônia","Inconclusivo / Indeterminado",8
"Piauí","Negativo / Não Detectável",289
"Piauí","Positivo / Detectável",282
"Piauí","Inconclusivo / Indeterminado",2
"Ceará","Negativo / Não Detectável",317
"Ceará","Positivo / Detectável",236
"Ceará","Inconclusivo / Indeterminado",5
"Rio Grande do Norte","Positivo / Detectável",304
"Rio Grande do Norte","Negativo / Não Detectável",142
"Maranhão","Negativo / Não Detectável",276
"Maranhão","Positivo / Detectável",60
"Pará","Negativo / Não Detectável",220
"Pará","Positivo / Detectável",87
"Goiás","Negativo / Não Detectável",137
"Goiás","Positivo / Detectável",128
Acre,"Negativo / Não Detectável",139
Acre,"Positivo / Detectável",119
Amazonas,"Negativo / Não Detectável",196
Amazonas,"Positivo / Detectável",50
Amazonas,"Inconclusivo / Indeterminado",2
"Paraíba","Negativo / Não Detectável",129
"Paraíba","Positivo / Detectável",99
Tocantins,"Negativo / Não Detectável",99
Tocantins,"Positivo / Detectável",90
Tocantins,"Inconclusivo / Indeterminado",1
"Amapá","Positivo / Detectável",101
"Amapá","Negativo / Não Detectável",87
Alagoas,"Positivo / Detectável",68
Alagoas,"Negativo / Não Detectável",48
Roraima,"Positivo / Detectável",47
Roraima,"Negativo / Não Detectável",18
"Distrito Federal","Positivo / Detectável",11
"Distrito Federal","Negativo / Não Detectável",6
