"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável","5.791"
"Paraná","Positivo / Detectável","1.585"
"Paraná","Inconclusivo / Indeterminado",1
"São Paulo","Negativo / Não Detectável","4.492"
"São Paulo","Positivo / Detectável","2.078"
"São Paulo","Inconclusivo / Indeterminado",20
Bahia,"Negativo / Não Detectável","1.480"
Bahia,"Positivo / Detectável",875
Bahia,"Inconclusivo / Indeterminado",6
"Rio de Janeiro","Negativo / Não Detectável","1.320"
"Rio de Janeiro","Positivo / Detectável",505
"Rio de Janeiro","Inconclusivo / Indeterminado",11
"Ceará","Negativo / Não Detectável","1.415"
"Ceará","Positivo / Detectável",408
"Ceará","Inconclusivo / Indeterminado",2
"Minas Gerais","Negativo / Não Detectável","1.407"
"Minas Gerais","Positivo / Detectável",389
"Minas Gerais","Inconclusivo / Indeterminado",11
"Rio Grande do Sul","Negativo / Não Detectável","1.315"
"Rio Grande do Sul","Positivo / Detectável",446
"Rio Grande do Sul","Inconclusivo / Indeterminado",1
Pernambuco,"Negativo / Não Detectável","1.505"
Pernambuco,"Positivo / Detectável",238
Pernambuco,"Inconclusivo / Indeterminado",6
"Santa Catarina","Negativo / Não Detectável","1.361"
"Santa Catarina","Positivo / Detectável",255
"Santa Catarina","Inconclusivo / Indeterminado",3
"Mato Grosso do Sul","Negativo / Não Detectável",811
"Mato Grosso do Sul","Positivo / Detectável",355
"Mato Grosso do Sul","Inconclusivo / Indeterminado",2
"Espírito Santo","Negativo / Não Detectável",732
"Espírito Santo","Positivo / Detectável",337
"Espírito Santo","Inconclusivo / Indeterminado",5
Sergipe,"Negativo / Não Detectável",712
Sergipe,"Positivo / Detectável",115
"Piauí","Negativo / Não Detectável",507
"Piauí","Positivo / Detectável",200
"Rio Grande do Norte","Negativo / Não Detectável",530
"Rio Grande do Norte","Positivo / Detectável",143
"Rondônia","Negativo / Não Detectável",468
"Rondônia","Positivo / Detectável",198
"Rondônia","Inconclusivo / Indeterminado",4
Tocantins,"Positivo / Detectável",247
Tocantins,"Negativo / Não Detectável",216
"Goiás","Negativo / Não Detectável",266
"Goiás","Positivo / Detectável",170
"Pará","Negativo / Não Detectável",276
"Pará","Positivo / Detectável",56
"Pará","Inconclusivo / Indeterminado",3
"Maranhão","Negativo / Não Detectável",256
"Maranhão","Positivo / Detectável",23
"Paraíba","Negativo / Não Detectável",197
"Paraíba","Positivo / Detectável",52
Amazonas,"Negativo / Não Detectável",148
Amazonas,"Positivo / Detectável",69
Acre,"Negativo / Não Detectável",123
Acre,"Positivo / Detectável",20
"Mato Grosso","Negativo / Não Detectável",85
"Mato Grosso","Positivo / Detectável",56
Roraima,"Positivo / Detectável",36
Roraima,"Negativo / Não Detectável",21
Alagoas,"Negativo / Não Detectável",40
Alagoas,"Positivo / Detectável",5
"Distrito Federal","Negativo / Não Detectável",17
"Distrito Federal","Positivo / Detectável",3
"Distrito Federal","Inconclusivo / Indeterminado",1
"Amapá","Negativo / Não Detectável",4
