"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",626
"São Paulo","Positivo / Detectável",496
"São Paulo","Inconclusivo / Indeterminado",8
Bahia,"Negativo / Não Detectável",422
Bahia,"Positivo / Detectável",303
Bahia,"Inconclusivo / Indeterminado",12
"Paraná","Negativo / Não Detectável",511
"Paraná","Positivo / Detectável",189
"Espírito Santo","Positivo / Detectável",297
"Espírito Santo","Negativo / Não Detectável",145
"Espírito Santo","Inconclusivo / Indeterminado",31
"Rio de Janeiro","Negativo / Não Detectável",194
"Rio de Janeiro","Positivo / Detectável",141
"Rio de Janeiro","Inconclusivo / Indeterminado",4
"Mato Grosso do Sul","Negativo / Não Detectável",289
"Mato Grosso do Sul","Positivo / Detectável",37
"Rio Grande do Sul","Negativo / Não Detectável",202
"Rio Grande do Sul","Positivo / Detectável",94
"Rio Grande do Sul","Inconclusivo / Indeterminado",3
"Minas Gerais","Negativo / Não Detectável",161
"Minas Gerais","Positivo / Detectável",105
"Minas Gerais","Inconclusivo / Indeterminado",5
Pernambuco,"Positivo / Detectável",103
Pernambuco,"Negativo / Não Detectável",97
Pernambuco,"Inconclusivo / Indeterminado",4
"Piauí","Negativo / Não Detectável",115
"Piauí","Positivo / Detectável",88
Sergipe,"Positivo / Detectável",149
Sergipe,"Negativo / Não Detectável",48
"Rondônia","Negativo / Não Detectável",91
"Rondônia","Positivo / Detectável",84
"Rondônia","Inconclusivo / Indeterminado",5
"Rio Grande do Norte","Positivo / Detectável",113
"Rio Grande do Norte","Negativo / Não Detectável",64
"Amapá","Positivo / Detectável",95
"Amapá","Negativo / Não Detectável",78
"Amapá","Inconclusivo / Indeterminado",3
"Ceará","Positivo / Detectável",88
"Ceará","Negativo / Não Detectável",83
"Ceará","Inconclusivo / Indeterminado",5
"Santa Catarina","Negativo / Não Detectável",116
"Santa Catarina","Positivo / Detectável",58
Amazonas,"Negativo / Não Detectável",89
Amazonas,"Positivo / Detectável",71
Amazonas,"Inconclusivo / Indeterminado",1
Tocantins,"Negativo / Não Detectável",90
Tocantins,"Positivo / Detectável",52
"Pará","Negativo / Não Detectável",79
"Pará","Positivo / Detectável",59
"Mato Grosso","Negativo / Não Detectável",80
"Mato Grosso","Positivo / Detectável",46
"Goiás","Positivo / Detectável",62
"Goiás","Negativo / Não Detectável",57
Acre,"Positivo / Detectável",72
Acre,"Negativo / Não Detectável",45
"Paraíba","Negativo / Não Detectável",64
"Paraíba","Positivo / Detectável",36
Alagoas,"Positivo / Detectável",52
Alagoas,"Negativo / Não Detectável",20
"Maranhão","Negativo / Não Detectável",41
"Maranhão","Positivo / Detectável",16
Roraima,"Positivo / Detectável",38
Roraima,"Negativo / Não Detectável",6
"Distrito Federal","Negativo / Não Detectável",5
"Distrito Federal","Positivo / Detectável",3
