"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","5.285"
"São Paulo","Positivo / Detectável","2.625"
"São Paulo","Inconclusivo / Indeterminado",28
"Paraná","Negativo / Não Detectável","4.807"
"Paraná","Positivo / Detectável","1.737"
"Paraná","Inconclusivo / Indeterminado",1
Bahia,"Negativo / Não Detectável","2.620"
Bahia,"Positivo / Detectável","1.005"
Bahia,"Inconclusivo / Indeterminado",13
"Rio Grande do Sul","Negativo / Não Detectável","1.838"
"Rio Grande do Sul","Positivo / Detectável",609
"Rio Grande do Sul","Inconclusivo / Indeterminado",2
Pernambuco,"Negativo / Não Detectável","1.751"
Pernambuco,"Positivo / Detectável",358
Pernambuco,"Inconclusivo / Indeterminado",3
"Ceará","Negativo / Não Detectável","1.690"
"Ceará","Positivo / Detectável",348
"Ceará","Inconclusivo / Indeterminado",1
"Goiás","Negativo / Não Detectável","1.394"
"Goiás","Positivo / Detectável",417
"Santa Catarina","Negativo / Não Detectável","1.361"
"Santa Catarina","Positivo / Detectável",378
"Santa Catarina","Inconclusivo / Indeterminado",1
"Rio de Janeiro","Negativo / Não Detectável","1.138"
"Rio de Janeiro","Positivo / Detectável",426
"Rio de Janeiro","Inconclusivo / Indeterminado",3
"Minas Gerais","Negativo / Não Detectável","1.040"
"Minas Gerais","Positivo / Detectável",380
"Minas Gerais","Inconclusivo / Indeterminado",42
Sergipe,"Negativo / Não Detectável","1.132"
Sergipe,"Positivo / Detectável",177
"Mato Grosso do Sul","Negativo / Não Detectável",770
"Mato Grosso do Sul","Positivo / Detectável",476
"Mato Grosso do Sul","Inconclusivo / Indeterminado",5
"Espírito Santo","Negativo / Não Detectável",683
"Espírito Santo","Positivo / Detectável",297
"Espírito Santo","Inconclusivo / Indeterminado",9
Tocantins,"Negativo / Não Detectável",450
Tocantins,"Positivo / Detectável",426
"Rondônia","Negativo / Não Detectável",528
"Rondônia","Positivo / Detectável",292
"Rondônia","Inconclusivo / Indeterminado",4
"Rio Grande do Norte","Negativo / Não Detectável",535
"Rio Grande do Norte","Positivo / Detectável",168
"Pará","Negativo / Não Detectável",314
"Pará","Positivo / Detectável",62
"Piauí","Negativo / Não Detectável",237
"Piauí","Positivo / Detectável",101
"Maranhão","Negativo / Não Detectável",210
"Maranhão","Positivo / Detectável",30
"Paraíba","Negativo / Não Detectável",130
"Paraíba","Positivo / Detectável",44
Acre,"Negativo / Não Detectável",116
Acre,"Positivo / Detectável",40
Alagoas,"Negativo / Não Detectável",113
Alagoas,"Positivo / Detectável",15
Amazonas,"Negativo / Não Detectável",86
Amazonas,"Positivo / Detectável",36
"Mato Grosso","Negativo / Não Detectável",68
"Mato Grosso","Positivo / Detectável",36
"Amapá","Negativo / Não Detectável",77
"Amapá","Positivo / Detectável",13
Roraima,"Negativo / Não Detectável",52
Roraima,"Positivo / Detectável",16
"Distrito Federal","Negativo / Não Detectável",14
"Distrito Federal","Positivo / Detectável",6
