"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","4.704"
"São Paulo","Positivo / Detectável","2.763"
"São Paulo","Inconclusivo / Indeterminado",150
"Paraná","Negativo / Não Detectável","5.456"
"Paraná","Positivo / Detectável","1.529"
"Paraná","Inconclusivo / Indeterminado",2
Bahia,"Negativo / Não Detectável","2.223"
Bahia,"Positivo / Detectável",915
Bahia,"Inconclusivo / Indeterminado",25
"Rio Grande do Sul","Negativo / Não Detectável","2.053"
"Rio Grande do Sul","Positivo / Detectável",527
"Rio Grande do Sul","Inconclusivo / Indeterminado",7
Pernambuco,"Negativo / Não Detectável","1.444"
Pernambuco,"Positivo / Detectável",547
Pernambuco,"Inconclusivo / Indeterminado",13
"Santa Catarina","Negativo / Não Detectável","1.327"
"Santa Catarina","Positivo / Detectável",602
"Santa Catarina","Inconclusivo / Indeterminado",7
"Minas Gerais","Negativo / Não Detectável","1.222"
"Minas Gerais","Positivo / Detectável",377
"Minas Gerais","Inconclusivo / Indeterminado",31
"Rio de Janeiro","Negativo / Não Detectável","1.190"
"Rio de Janeiro","Positivo / Detectável",302
"Rio de Janeiro","Inconclusivo / Indeterminado",9
"Ceará","Negativo / Não Detectável",950
"Ceará","Positivo / Detectável",314
"Mato Grosso do Sul","Negativo / Não Detectável",815
"Mato Grosso do Sul","Positivo / Detectável",320
"Mato Grosso do Sul","Inconclusivo / Indeterminado",3
"Espírito Santo","Negativo / Não Detectável",635
"Espírito Santo","Positivo / Detectável",291
"Espírito Santo","Inconclusivo / Indeterminado",5
"Rio Grande do Norte","Negativo / Não Detectável",585
"Rio Grande do Norte","Positivo / Detectável",312
"Rio Grande do Norte","Inconclusivo / Indeterminado",1
Tocantins,"Positivo / Detectável",505
Tocantins,"Negativo / Não Detectável",351
Tocantins,"Inconclusivo / Indeterminado",1
Sergipe,"Negativo / Não Detectável",610
Sergipe,"Positivo / Detectável",243
"Rondônia","Positivo / Detectável",371
"Rondônia","Negativo / Não Detectável",267
"Rondônia","Inconclusivo / Indeterminado",9
"Pará","Negativo / Não Detectável",356
"Pará","Positivo / Detectável",76
"Pará","Inconclusivo / Indeterminado",1
"Goiás","Negativo / Não Detectável",195
"Goiás","Positivo / Detectável",187
"Piauí","Negativo / Não Detectável",221
"Piauí","Positivo / Detectável",112
"Piauí","Inconclusivo / Indeterminado",1
"Paraíba","Negativo / Não Detectável",144
"Paraíba","Positivo / Detectável",78
"Maranhão","Negativo / Não Detectável",178
"Maranhão","Positivo / Detectável",41
Amazonas,"Negativo / Não Detectável",137
Amazonas,"Positivo / Detectável",61
Acre,"Negativo / Não Detectável",127
Acre,"Positivo / Detectável",40
"Amapá","Negativo / Não Detectável",92
"Amapá","Positivo / Detectável",20
Roraima,"Negativo / Não Detectável",75
Roraima,"Positivo / Detectável",26
Alagoas,"Negativo / Não Detectável",78
Alagoas,"Positivo / Detectável",15
"Mato Grosso","Negativo / Não Detectável",9
"Mato Grosso","Positivo / Detectável",8
"Distrito Federal","Negativo / Não Detectável",14
