"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","1.438"
"São Paulo","Positivo / Detectável",867
"São Paulo","Inconclusivo / Indeterminado",28
"Paraná","Negativo / Não Detectável","1.544"
"Paraná","Positivo / Detectável",453
"Paraná","Inconclusivo / Indeterminado",5
Bahia,"Negativo / Não Detectável","1.177"
Bahia,"Positivo / Detectável",503
Bahia,"Inconclusivo / Indeterminado",15
"Rio de Janeiro","Negativo / Não Detectável",714
"Rio de Janeiro","Positivo / Detectável",273
"Rio de Janeiro","Inconclusivo / Indeterminado",4
"Espírito Santo","Positivo / Detectável",515
"Espírito Santo","Negativo / Não Detectável",400
"Espírito Santo","Inconclusivo / Indeterminado",61
Pernambuco,"Negativo / Não Detectável",569
Pernambuco,"Positivo / Detectável",284
Pernambuco,"Inconclusivo / Indeterminado",43
"Mato Grosso","Negativo / Não Detectável",569
"Mato Grosso","Positivo / Detectável",175
"Mato Grosso","Inconclusivo / Indeterminado",2
"Santa Catarina","Negativo / Não Detectável",535
"Santa Catarina","Positivo / Detectável",184
"Santa Catarina","Inconclusivo / Indeterminado",3
"Mato Grosso do Sul","Negativo / Não Detectável",492
"Mato Grosso do Sul","Positivo / Detectável",119
"Mato Grosso do Sul","Inconclusivo / Indeterminado",7
"Rio Grande do Sul","Negativo / Não Detectável",501
"Rio Grande do Sul","Positivo / Detectável",105
"Rio Grande do Sul","Inconclusivo / Indeterminado",2
"Minas Gerais","Negativo / Não Detectável",405
"Minas Gerais","Positivo / Detectável",129
"Minas Gerais","Inconclusivo / Indeterminado",12
Tocantins,"Negativo / Não Detectável",306
Tocantins,"Positivo / Detectável",175
"Rondônia","Positivo / Detectável",244
"Rondônia","Negativo / Não Detectável",219
"Rondônia","Inconclusivo / Indeterminado",7
"Rio Grande do Norte","Positivo / Detectável",249
"Rio Grande do Norte","Negativo / Não Detectável",175
"Ceará","Negativo / Não Detectável",208
"Ceará","Positivo / Detectável",184
"Ceará","Inconclusivo / Indeterminado",5
Sergipe,"Positivo / Detectável",306
Sergipe,"Negativo / Não Detectável",81
"Piauí","Negativo / Não Detectável",216
"Piauí","Positivo / Detectável",152
"Piauí","Inconclusivo / Indeterminado",16
"Amapá","Negativo / Não Detectável",179
"Amapá","Positivo / Detectável",166
"Amapá","Inconclusivo / Indeterminado",1
Amazonas,"Negativo / Não Detectável",254
Amazonas,"Positivo / Detectável",38
"Maranhão","Negativo / Não Detectável",191
"Maranhão","Positivo / Detectável",92
"Maranhão","Inconclusivo / Indeterminado",2
"Pará","Positivo / Detectável",147
"Pará","Negativo / Não Detectável",121
"Paraíba","Negativo / Não Detectável",110
"Paraíba","Positivo / Detectável",110
"Paraíba","Inconclusivo / Indeterminado",1
"Goiás","Negativo / Não Detectável",130
"Goiás","Positivo / Detectável",57
Roraima,"Positivo / Detectável",127
Roraima,"Negativo / Não Detectável",37
Acre,"Negativo / Não Detectável",78
Acre,"Positivo / Detectável",64
Acre,"Inconclusivo / Indeterminado",9
Alagoas,"Positivo / Detectável",104
Alagoas,"Negativo / Não Detectável",30
"Distrito Federal","Negativo / Não Detectável",5
"Distrito Federal","Positivo / Detectável",4
