"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",51
"São Paulo","Positivo / Detectável",11
"Rio de Janeiro","Negativo / Não Detectável",33
"Rio de Janeiro","Positivo / Detectável",2
"Paraná","Negativo / Não Detectável",27
"Paraná","Positivo / Detectável",4
Bahia,"Negativo / Não Detectável",25
Bahia,"Positivo / Detectável",5
"Minas Gerais","Negativo / Não Detectável",26
"Minas Gerais","Positivo / Detectável",2
"Minas Gerais","Inconclusivo / Indeterminado",1
"Mato Grosso do Sul","Negativo / Não Detectável",26
"Rio Grande do Sul","Negativo / Não Detectável",23
"Rio Grande do Sul","Positivo / Detectável",1
Amazonas,"Negativo / Não Detectável",17
Amazonas,"Positivo / Detectável",5
Pernambuco,"Negativo / Não Detectável",7
Pernambuco,"Positivo / Detectável",2
"Ceará","Negativo / Não Detectável",7
"Ceará","Positivo / Detectável",1
Tocantins,"Negativo / Não Detectável",4
Tocantins,"Positivo / Detectável",1
Acre,"Negativo / Não Detectável",3
Acre,"Positivo / Detectável",1
"Espírito Santo","Negativo / Não Detectável",4
"Goiás","Negativo / Não Detectável",4
"Pará","Negativo / Não Detectável",3
"Paraíba","Negativo / Não Detectável",2
Roraima,"Negativo / Não Detectável",1
"Santa Catarina","Negativo / Não Detectável",1
