"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","2.940"
"São Paulo","Positivo / Detectável","2.112"
"São Paulo","Inconclusivo / Indeterminado",27
"Paraná","Negativo / Não Detectável","3.661"
"Paraná","Positivo / Detectável","1.225"
"Paraná","Inconclusivo / Indeterminado",22
Bahia,"Negativo / Não Detectável","1.728"
Bahia,"Positivo / Detectável",850
Bahia,"Inconclusivo / Indeterminado",36
"Rio de Janeiro","Negativo / Não Detectável","1.012"
"Rio de Janeiro","Positivo / Detectável",299
"Rio de Janeiro","Inconclusivo / Indeterminado",3
"Minas Gerais","Negativo / Não Detectável",703
"Minas Gerais","Positivo / Detectável",401
"Minas Gerais","Inconclusivo / Indeterminado",44
"Mato Grosso","Negativo / Não Detectável",590
"Mato Grosso","Positivo / Detectável",493
"Mato Grosso","Inconclusivo / Indeterminado",16
"Espírito Santo","Positivo / Detectável",524
"Espírito Santo","Negativo / Não Detectável",485
"Espírito Santo","Inconclusivo / Indeterminado",29
"Rio Grande do Sul","Negativo / Não Detectável",650
"Rio Grande do Sul","Positivo / Detectável",344
"Rio Grande do Sul","Inconclusivo / Indeterminado",7
"Mato Grosso do Sul","Negativo / Não Detectável",745
"Mato Grosso do Sul","Positivo / Detectável",223
"Mato Grosso do Sul","Inconclusivo / Indeterminado",2
Sergipe,"Positivo / Detectável",806
Sergipe,"Negativo / Não Detectável",151
"Santa Catarina","Negativo / Não Detectável",503
"Santa Catarina","Positivo / Detectável",370
"Santa Catarina","Inconclusivo / Indeterminado",3
Pernambuco,"Negativo / Não Detectável",480
Pernambuco,"Positivo / Detectável",302
Pernambuco,"Inconclusivo / Indeterminado",15
"Ceará","Negativo / Não Detectável",376
"Ceará","Positivo / Detectável",181
"Ceará","Inconclusivo / Indeterminado",3
"Rio Grande do Norte","Negativo / Não Detectável",256
"Rio Grande do Norte","Positivo / Detectável",247
"Rio Grande do Norte","Inconclusivo / Indeterminado",1
"Rondônia","Negativo / Não Detectável",244
"Rondônia","Positivo / Detectável",202
"Rondônia","Inconclusivo / Indeterminado",18
Tocantins,"Positivo / Detectável",207
Tocantins,"Negativo / Não Detectável",192
"Pará","Negativo / Não Detectável",209
"Pará","Positivo / Detectável",129
"Goiás","Negativo / Não Detectável",168
"Goiás","Positivo / Detectável",160
"Maranhão","Negativo / Não Detectável",208
"Maranhão","Positivo / Detectável",45
Roraima,"Negativo / Não Detectável",129
Roraima,"Positivo / Detectável",117
"Piauí","Negativo / Não Detectável",130
"Piauí","Positivo / Detectável",109
"Piauí","Inconclusivo / Indeterminado",1
"Paraíba","Negativo / Não Detectável",155
"Paraíba","Positivo / Detectável",80
"Paraíba","Inconclusivo / Indeterminado",1
Acre,"Negativo / Não Detectável",140
Acre,"Positivo / Detectável",93
Amazonas,"Negativo / Não Detectável",93
Amazonas,"Positivo / Detectável",46
Amazonas,"Inconclusivo / Indeterminado",2
"Amapá","Negativo / Não Detectável",91
"Amapá","Positivo / Detectável",29
Alagoas,"Negativo / Não Detectável",61
Alagoas,"Positivo / Detectável",29
"Distrito Federal","Negativo / Não Detectável",8
"Distrito Federal","Positivo / Detectável",1
