"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável",52
"Paraná","Positivo / Detectável",8
"São Paulo","Negativo / Não Detectável",37
"São Paulo","Positivo / Detectável",10
"Minas Gerais","Negativo / Não Detectável",44
"Minas Gerais","Positivo / Detectável",1
Bahia,"Negativo / Não Detectável",35
Bahia,"Positivo / Detectável",7
"Mato Grosso do Sul","Negativo / Não Detectável",30
"Mato Grosso do Sul","Positivo / Detectável",4
Amazonas,"Negativo / Não Detectável",23
Amazonas,"Positivo / Detectável",2
"Rio Grande do Sul","Negativo / Não Detectável",21
"Ceará","Positivo / Detectável",10
"Ceará","Negativo / Não Detectável",7
"Goiás","Negativo / Não Detectável",13
"Goiás","Positivo / Detectável",2
"Rio de Janeiro","Negativo / Não Detectável",9
"Rio de Janeiro","Positivo / Detectável",3
"Espírito Santo","Negativo / Não Detectável",10
"Paraíba","Negativo / Não Detectável",8
"Paraíba","Positivo / Detectável",1
Pernambuco,"Negativo / Não Detectável",6
Pernambuco,"Positivo / Detectável",1
Tocantins,"Negativo / Não Detectável",7
"Pará","Positivo / Detectável",4
"Pará","Negativo / Não Detectável",2
"Rondônia","Positivo / Detectável",4
"Rondônia","Negativo / Não Detectável",2
"Santa Catarina","Negativo / Não Detectável",6
"Maranhão","Negativo / Não Detectável",4
Acre,"Negativo / Não Detectável",1
Acre,"Positivo / Detectável",1
"Piauí","Negativo / Não Detectável",1
