"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável","2.454"
"Paraná","Positivo / Detectável","1.084"
"Paraná","Inconclusivo / Indeterminado",14
"São Paulo","Negativo / Não Detectável","1.336"
"São Paulo","Positivo / Detectável","1.293"
"São Paulo","Inconclusivo / Indeterminado",13
Bahia,"Negativo / Não Detectável",591
Bahia,"Positivo / Detectável",441
Bahia,"Inconclusivo / Indeterminado",2
"Mato Grosso do Sul","Negativo / Não Detectável",427
"Mato Grosso do Sul","Positivo / Detectável",246
"Minas Gerais","Negativo / Não Detectável",435
"Minas Gerais","Positivo / Detectável",212
"Minas Gerais","Inconclusivo / Indeterminado",20
"Rio Grande do Sul","Negativo / Não Detectável",363
"Rio Grande do Sul","Positivo / Detectável",256
"Rio Grande do Sul","Inconclusivo / Indeterminado",3
"Espírito Santo","Negativo / Não Detectável",273
"Espírito Santo","Positivo / Detectável",244
"Espírito Santo","Inconclusivo / Indeterminado",6
Sergipe,"Positivo / Detectável",397
Sergipe,"Negativo / Não Detectável",125
"Santa Catarina","Negativo / Não Detectável",240
"Santa Catarina","Positivo / Detectável",218
"Santa Catarina","Inconclusivo / Indeterminado",1
"Ceará","Negativo / Não Detectável",247
"Ceará","Positivo / Detectável",90
"Rio de Janeiro","Negativo / Não Detectável",227
"Rio de Janeiro","Positivo / Detectável",110
Pernambuco,"Negativo / Não Detectável",178
Pernambuco,"Positivo / Detectável",145
Pernambuco,"Inconclusivo / Indeterminado",8
"Rondônia","Negativo / Não Detectável",124
"Rondônia","Positivo / Detectável",102
"Rondônia","Inconclusivo / Indeterminado",2
"Piauí","Positivo / Detectável",117
"Piauí","Negativo / Não Detectável",74
"Pará","Negativo / Não Detectável",123
"Pará","Positivo / Detectável",66
Tocantins,"Positivo / Detectável",89
Tocantins,"Negativo / Não Detectável",79
"Goiás","Positivo / Detectável",83
"Goiás","Negativo / Não Detectável",61
"Rio Grande do Norte","Negativo / Não Detectável",88
"Rio Grande do Norte","Positivo / Detectável",54
Acre,"Negativo / Não Detectável",71
Acre,"Positivo / Detectável",49
"Paraíba","Negativo / Não Detectável",63
"Paraíba","Positivo / Detectável",36
Alagoas,"Negativo / Não Detectável",50
Alagoas,"Positivo / Detectável",28
Roraima,"Negativo / Não Detectável",24
Roraima,"Positivo / Detectável",21
"Maranhão","Negativo / Não Detectável",34
"Maranhão","Positivo / Detectável",9
"Maranhão","Inconclusivo / Indeterminado",1
"Amapá","Negativo / Não Detectável",21
"Amapá","Positivo / Detectável",7
Amazonas,"Negativo / Não Detectável",4
Amazonas,"Positivo / Detectável",2
"Distrito Federal","Negativo / Não Detectável",4
"Distrito Federal","Positivo / Detectável",1
"Mato Grosso","Negativo / Não Detectável",2
