"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",786
"São Paulo","Positivo / Detectável",271
"São Paulo","Inconclusivo / Indeterminado",5
"Paraná","Negativo / Não Detectável",715
"Paraná","Positivo / Detectável",65
"Rio de Janeiro","Positivo / Detectável",380
"Rio de Janeiro","Negativo / Não Detectável",273
"Rio de Janeiro","Inconclusivo / Indeterminado",32
Pernambuco,"Negativo / Não Detectável",398
Pernambuco,"Positivo / Detectável",206
Pernambuco,"Inconclusivo / Indeterminado",10
Bahia,"Negativo / Não Detectável",387
Bahia,"Positivo / Detectável",31
Bahia,"Inconclusivo / Indeterminado",1
Amazonas,"Positivo / Detectável",172
Amazonas,"Negativo / Não Detectável",127
Amazonas,"Inconclusivo / Indeterminado",10
"Espírito Santo","Negativo / Não Detectável",227
"Espírito Santo","Positivo / Detectável",70
"Santa Catarina","Negativo / Não Detectável",243
"Santa Catarina","Positivo / Detectável",24
"Minas Gerais","Negativo / Não Detectável",243
"Minas Gerais","Positivo / Detectável",14
"Minas Gerais","Inconclusivo / Indeterminado",2
"Ceará","Negativo / Não Detectável",126
"Ceará","Positivo / Detectável",112
"Ceará","Inconclusivo / Indeterminado",10
"Maranhão","Positivo / Detectável",133
"Maranhão","Negativo / Não Detectável",101
"Rio Grande do Sul","Negativo / Não Detectável",150
"Rio Grande do Sul","Positivo / Detectável",10
"Rio Grande do Sul","Inconclusivo / Indeterminado",1
"Pará","Negativo / Não Detectável",72
"Pará","Positivo / Detectável",68
"Amapá","Negativo / Não Detectável",94
"Amapá","Positivo / Detectável",41
"Mato Grosso do Sul","Negativo / Não Detectável",117
"Mato Grosso do Sul","Positivo / Detectável",4
"Goiás","Negativo / Não Detectável",99
"Goiás","Positivo / Detectável",7
"Rio Grande do Norte","Negativo / Não Detectável",67
"Rio Grande do Norte","Positivo / Detectável",13
"Rondônia","Negativo / Não Detectável",79
"Rondônia","Positivo / Detectável",1
Alagoas,"Negativo / Não Detectável",53
Alagoas,"Positivo / Detectável",13
"Piauí","Negativo / Não Detectável",47
"Piauí","Positivo / Detectável",6
"Mato Grosso","Negativo / Não Detectável",40
"Mato Grosso","Positivo / Detectável",3
Sergipe,"Negativo / Não Detectável",39
Sergipe,"Positivo / Detectável",2
Roraima,"Positivo / Detectável",21
Roraima,"Negativo / Não Detectável",12
"Paraíba","Negativo / Não Detectável",21
"Paraíba","Positivo / Detectável",5
Tocantins,"Negativo / Não Detectável",15
Acre,"Positivo / Detectável",5
Acre,"Negativo / Não Detectável",1
"Distrito Federal","Negativo / Não Detectável",2
