"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável","3.786"
"Paraná","Positivo / Detectável","1.322"
"Paraná","Inconclusivo / Indeterminado",14
"São Paulo","Negativo / Não Detectável","2.775"
"São Paulo","Positivo / Detectável","1.961"
"São Paulo","Inconclusivo / Indeterminado",54
Bahia,"Negativo / Não Detectável","1.774"
Bahia,"Positivo / Detectável",878
Bahia,"Inconclusivo / Indeterminado",14
"Rio de Janeiro","Negativo / Não Detectável","1.138"
"Rio de Janeiro","Positivo / Detectável",374
"Rio de Janeiro","Inconclusivo / Indeterminado",3
"Minas Gerais","Negativo / Não Detectável",849
"Minas Gerais","Positivo / Detectável",424
"Minas Gerais","Inconclusivo / Indeterminado",42
"Mato Grosso","Negativo / Não Detectável",564
"Mato Grosso","Positivo / Detectável",444
"Mato Grosso","Inconclusivo / Indeterminado",9
"Espírito Santo","Positivo / Detectável",499
"Espírito Santo","Negativo / Não Detectável",473
"Espírito Santo","Inconclusivo / Indeterminado",25
"Rio Grande do Sul","Negativo / Não Detectável",654
"Rio Grande do Sul","Positivo / Detectável",315
"Rio Grande do Sul","Inconclusivo / Indeterminado",2
Sergipe,"Positivo / Detectável",783
Sergipe,"Negativo / Não Detectável",186
"Mato Grosso do Sul","Negativo / Não Detectável",657
"Mato Grosso do Sul","Positivo / Detectável",267
"Mato Grosso do Sul","Inconclusivo / Indeterminado",1
Pernambuco,"Negativo / Não Detectável",559
Pernambuco,"Positivo / Detectável",302
Pernambuco,"Inconclusivo / Indeterminado",14
"Santa Catarina","Negativo / Não Detectável",460
"Santa Catarina","Positivo / Detectável",371
"Santa Catarina","Inconclusivo / Indeterminado",2
"Ceará","Negativo / Não Detectável",477
"Ceará","Positivo / Detectável",193
"Ceará","Inconclusivo / Indeterminado",7
"Rio Grande do Norte","Negativo / Não Detectável",275
"Rio Grande do Norte","Positivo / Detectável",256
"Rio Grande do Norte","Inconclusivo / Indeterminado",1
"Goiás","Negativo / Não Detectável",206
"Goiás","Positivo / Detectável",174
"Piauí","Positivo / Detectável",183
"Piauí","Negativo / Não Detectável",171
Tocantins,"Negativo / Não Detectável",165
Tocantins,"Positivo / Detectável",164
"Rondônia","Positivo / Detectável",187
"Rondônia","Negativo / Não Detectável",123
"Rondônia","Inconclusivo / Indeterminado",18
"Pará","Negativo / Não Detectável",194
"Pará","Positivo / Detectável",129
"Maranhão","Negativo / Não Detectável",219
"Maranhão","Positivo / Detectável",44
"Paraíba","Negativo / Não Detectável",159
"Paraíba","Positivo / Detectável",102
Acre,"Negativo / Não Detectável",123
Acre,"Positivo / Detectável",109
Acre,"Inconclusivo / Indeterminado",1
Roraima,"Negativo / Não Detectável",135
Roraima,"Positivo / Detectável",92
Amazonas,"Negativo / Não Detectável",71
Amazonas,"Positivo / Detectável",48
Amazonas,"Inconclusivo / Indeterminado",1
"Amapá","Negativo / Não Detectável",90
"Amapá","Positivo / Detectável",28
Alagoas,"Negativo / Não Detectável",69
Alagoas,"Positivo / Detectável",40
"Distrito Federal","Negativo / Não Detectável",6
"Distrito Federal","Positivo / Detectável",3
