"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",570
"São Paulo","Positivo / Detectável",348
"São Paulo","Inconclusivo / Indeterminado",2
Bahia,"Negativo / Não Detectável",512
Bahia,"Positivo / Detectável",178
Bahia,"Inconclusivo / Indeterminado",1
"Amapá","Negativo / Não Detectável",322
"Amapá","Positivo / Detectável",245
"Amapá","Inconclusivo / Indeterminado",2
"Ceará","Positivo / Detectável",434
"Ceará","Negativo / Não Detectável",118
"Rio de Janeiro","Positivo / Detectável",316
"Rio de Janeiro","Negativo / Não Detectável",216
"Rio de Janeiro","Inconclusivo / Indeterminado",7
Pernambuco,"Positivo / Detectável",237
Pernambuco,"Negativo / Não Detectável",194
Pernambuco,"Inconclusivo / Indeterminado",5
"Espírito Santo","Negativo / Não Detectável",247
"Espírito Santo","Positivo / Detectável",162
"Espírito Santo","Inconclusivo / Indeterminado",4
Sergipe,"Negativo / Não Detectável",276
Sergipe,"Positivo / Detectável",117
Amazonas,"Negativo / Não Detectável",195
Amazonas,"Positivo / Detectável",129
Amazonas,"Inconclusivo / Indeterminado",3
"Pará","Positivo / Detectável",251
"Pará","Negativo / Não Detectável",63
"Pará","Inconclusivo / Indeterminado",9
"Minas Gerais","Negativo / Não Detectável",282
"Minas Gerais","Positivo / Detectável",18
"Minas Gerais","Inconclusivo / Indeterminado",2
Alagoas,"Positivo / Detectável",191
Alagoas,"Negativo / Não Detectável",93
Alagoas,"Inconclusivo / Indeterminado",1
"Paraná","Negativo / Não Detectável",232
"Paraná","Positivo / Detectável",20
"Maranhão","Positivo / Detectável",173
"Maranhão","Negativo / Não Detectável",70
"Piauí","Negativo / Não Detectável",187
"Piauí","Positivo / Detectável",33
"Santa Catarina","Negativo / Não Detectável",172
"Santa Catarina","Positivo / Detectável",37
"Santa Catarina","Inconclusivo / Indeterminado",2
"Mato Grosso do Sul","Negativo / Não Detectável",195
"Mato Grosso do Sul","Positivo / Detectável",5
"Paraíba","Negativo / Não Detectável",114
"Paraíba","Positivo / Detectável",80
"Rondônia","Positivo / Detectável",91
"Rondônia","Negativo / Não Detectável",89
"Rio Grande do Norte","Negativo / Não Detectável",69
"Rio Grande do Norte","Positivo / Detectável",50
"Rio Grande do Norte","Inconclusivo / Indeterminado",1
"Rio Grande do Sul","Negativo / Não Detectável",89
"Rio Grande do Sul","Positivo / Detectável",23
Acre,"Negativo / Não Detectável",56
Acre,"Positivo / Detectável",41
"Goiás","Negativo / Não Detectável",81
"Goiás","Positivo / Detectável",14
Roraima,"Positivo / Detectável",41
Roraima,"Negativo / Não Detectável",8
"Mato Grosso","Negativo / Não Detectável",44
"Mato Grosso","Positivo / Detectável",4
Tocantins,"Negativo / Não Detectável",36
Tocantins,"Positivo / Detectável",7
