"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","1.831"
"São Paulo","Positivo / Detectável","1.079"
"São Paulo","Inconclusivo / Indeterminado",32
"Paraná","Negativo / Não Detectável","1.726"
"Paraná","Positivo / Detectável",667
"Paraná","Inconclusivo / Indeterminado",6
Bahia,"Negativo / Não Detectável","1.174"
Bahia,"Positivo / Detectável",605
Bahia,"Inconclusivo / Indeterminado",61
"Rio de Janeiro","Negativo / Não Detectável",826
"Rio de Janeiro","Positivo / Detectável",251
"Rio de Janeiro","Inconclusivo / Indeterminado",8
"Espírito Santo","Positivo / Detectável",539
"Espírito Santo","Negativo / Não Detectável",367
"Espírito Santo","Inconclusivo / Indeterminado",44
"Rondônia","Positivo / Detectável",427
"Rondônia","Negativo / Não Detectável",373
"Rondônia","Inconclusivo / Indeterminado",28
"Santa Catarina","Negativo / Não Detectável",465
"Santa Catarina","Positivo / Detectável",210
"Santa Catarina","Inconclusivo / Indeterminado",4
"Minas Gerais","Negativo / Não Detectável",476
"Minas Gerais","Positivo / Detectável",164
"Minas Gerais","Inconclusivo / Indeterminado",13
"Mato Grosso do Sul","Negativo / Não Detectável",494
"Mato Grosso do Sul","Positivo / Detectável",115
"Mato Grosso do Sul","Inconclusivo / Indeterminado",4
"Rio Grande do Sul","Negativo / Não Detectável",432
"Rio Grande do Sul","Positivo / Detectável",170
"Rio Grande do Sul","Inconclusivo / Indeterminado",2
Pernambuco,"Negativo / Não Detectável",307
Pernambuco,"Positivo / Detectável",283
Pernambuco,"Inconclusivo / Indeterminado",9
"Mato Grosso","Negativo / Não Detectável",374
"Mato Grosso","Positivo / Detectável",212
"Mato Grosso","Inconclusivo / Indeterminado",5
"Piauí","Negativo / Não Detectável",272
"Piauí","Positivo / Detectável",217
Tocantins,"Negativo / Não Detectável",285
Tocantins,"Positivo / Detectável",203
Sergipe,"Positivo / Detectável",310
Sergipe,"Negativo / Não Detectável",158
"Rio Grande do Norte","Positivo / Detectável",261
"Rio Grande do Norte","Negativo / Não Detectável",186
"Ceará","Negativo / Não Detectável",216
"Ceará","Positivo / Detectável",199
"Maranhão","Negativo / Não Detectável",275
"Maranhão","Positivo / Detectável",60
"Amapá","Positivo / Detectável",170
"Amapá","Negativo / Não Detectável",113
"Amapá","Inconclusivo / Indeterminado",8
"Pará","Negativo / Não Detectável",159
"Pará","Positivo / Detectável",107
"Pará","Inconclusivo / Indeterminado",1
"Goiás","Negativo / Não Detectável",154
"Goiás","Positivo / Detectável",91
"Paraíba","Negativo / Não Detectável",131
"Paraíba","Positivo / Detectável",109
Roraima,"Positivo / Detectável",171
Roraima,"Negativo / Não Detectável",58
Amazonas,"Negativo / Não Detectável",181
Amazonas,"Positivo / Detectável",39
Amazonas,"Inconclusivo / Indeterminado",3
Acre,"Negativo / Não Detectável",95
Acre,"Positivo / Detectável",93
Alagoas,"Positivo / Detectável",61
Alagoas,"Negativo / Não Detectável",43
"Distrito Federal","Negativo / Não Detectável",4
"Distrito Federal","Positivo / Detectável",3
