"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",515
"São Paulo","Positivo / Detectável",320
Bahia,"Negativo / Não Detectável",432
Bahia,"Positivo / Detectável",174
Bahia,"Inconclusivo / Indeterminado",5
"Amapá","Negativo / Não Detectável",267
"Amapá","Positivo / Detectável",267
"Ceará","Positivo / Detectável",372
"Ceará","Negativo / Não Detectável",86
"Rio de Janeiro","Positivo / Detectável",244
"Rio de Janeiro","Negativo / Não Detectável",152
"Rio de Janeiro","Inconclusivo / Indeterminado",3
"Minas Gerais","Negativo / Não Detectável",364
"Minas Gerais","Positivo / Detectável",18
"Minas Gerais","Inconclusivo / Indeterminado",2
"Espírito Santo","Negativo / Não Detectável",212
"Espírito Santo","Positivo / Detectável",156
"Espírito Santo","Inconclusivo / Indeterminado",10
Pernambuco,"Positivo / Detectável",236
Pernambuco,"Negativo / Não Detectável",136
Pernambuco,"Inconclusivo / Indeterminado",4
Sergipe,"Negativo / Não Detectável",207
Sergipe,"Positivo / Detectável",158
"Pará","Positivo / Detectável",213
"Pará","Negativo / Não Detectável",49
"Pará","Inconclusivo / Indeterminado",7
"Goiás","Negativo / Não Detectável",215
"Goiás","Positivo / Detectável",52
"Paraná","Negativo / Não Detectável",231
"Paraná","Positivo / Detectável",10
Alagoas,"Positivo / Detectável",152
Alagoas,"Negativo / Não Detectável",68
Alagoas,"Inconclusivo / Indeterminado",2
"Santa Catarina","Negativo / Não Detectável",141
"Santa Catarina","Positivo / Detectável",47
"Santa Catarina","Inconclusivo / Indeterminado",1
"Rondônia","Negativo / Não Detectável",101
"Rondônia","Positivo / Detectável",65
"Maranhão","Positivo / Detectável",115
"Maranhão","Negativo / Não Detectável",32
Acre,"Positivo / Detectável",74
Acre,"Negativo / Não Detectável",65
"Paraíba","Negativo / Não Detectável",71
"Paraíba","Positivo / Detectável",65
"Rio Grande do Sul","Negativo / Não Detectável",95
"Rio Grande do Sul","Positivo / Detectável",20
"Rio Grande do Norte","Positivo / Detectável",54
"Rio Grande do Norte","Negativo / Não Detectável",49
"Rio Grande do Norte","Inconclusivo / Indeterminado",1
"Piauí","Negativo / Não Detectável",81
"Piauí","Positivo / Detectável",21
Roraima,"Positivo / Detectável",68
Roraima,"Negativo / Não Detectável",5
Tocantins,"Negativo / Não Detectável",39
Tocantins,"Positivo / Detectável",9
"Mato Grosso do Sul","Negativo / Não Detectável",28
Amazonas,"Positivo / Detectável",2
"Mato Grosso","Negativo / Não Detectável",2
"Distrito Federal","Negativo / Não Detectável",1
