"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável","5.577"
"Paraná","Positivo / Detectável","1.405"
"Paraná","Inconclusivo / Indeterminado",1
"São Paulo","Negativo / Não Detectável","4.001"
"São Paulo","Positivo / Detectável","1.895"
"São Paulo","Inconclusivo / Indeterminado",19
Bahia,"Negativo / Não Detectável","1.541"
Bahia,"Positivo / Detectável",652
Bahia,"Inconclusivo / Indeterminado",9
"Rio Grande do Sul","Negativo / Não Detectável","1.377"
"Rio Grande do Sul","Positivo / Detectável",417
"Rio Grande do Sul","Inconclusivo / Indeterminado",11
"Santa Catarina","Negativo / Não Detectável","1.399"
"Santa Catarina","Positivo / Detectável",316
"Santa Catarina","Inconclusivo / Indeterminado",5
"Ceará","Negativo / Não Detectável","1.349"
"Ceará","Positivo / Detectável",347
"Ceará","Inconclusivo / Indeterminado",10
"Rio de Janeiro","Negativo / Não Detectável","1.173"
"Rio de Janeiro","Positivo / Detectável",419
"Rio de Janeiro","Inconclusivo / Indeterminado",12
Pernambuco,"Negativo / Não Detectável","1.279"
Pernambuco,"Positivo / Detectável",205
"Espírito Santo","Negativo / Não Detectável",962
"Espírito Santo","Positivo / Detectável",412
"Espírito Santo","Inconclusivo / Indeterminado",6
"Mato Grosso do Sul","Negativo / Não Detectável",805
"Mato Grosso do Sul","Positivo / Detectável",370
"Mato Grosso do Sul","Inconclusivo / Indeterminado",1
"Minas Gerais","Negativo / Não Detectável",821
"Minas Gerais","Positivo / Detectável",277
"Minas Gerais","Inconclusivo / Indeterminado",14
Sergipe,"Negativo / Não Detectável",850
Sergipe,"Positivo / Detectável",75
"Rondônia","Negativo / Não Detectável",528
"Rondônia","Positivo / Detectável",222
"Rondônia","Inconclusivo / Indeterminado",6
"Piauí","Negativo / Não Detectável",485
"Piauí","Positivo / Detectável",212
"Rio Grande do Norte","Negativo / Não Detectável",440
"Rio Grande do Norte","Positivo / Detectável",76
"Rio Grande do Norte","Inconclusivo / Indeterminado",2
Tocantins,"Negativo / Não Detectável",262
Tocantins,"Positivo / Detectável",211
"Pará","Negativo / Não Detectável",199
"Pará","Positivo / Detectável",24
"Pará","Inconclusivo / Indeterminado",2
Amazonas,"Negativo / Não Detectável",147
Amazonas,"Positivo / Detectável",71
Amazonas,"Inconclusivo / Indeterminado",2
"Goiás","Negativo / Não Detectável",123
"Goiás","Positivo / Detectável",82
"Paraíba","Negativo / Não Detectável",126
"Paraíba","Positivo / Detectável",41
"Maranhão","Negativo / Não Detectável",147
"Maranhão","Positivo / Detectável",18
"Mato Grosso","Negativo / Não Detectável",79
"Mato Grosso","Positivo / Detectável",51
Alagoas,"Negativo / Não Detectável",91
Alagoas,"Positivo / Detectável",13
Acre,"Negativo / Não Detectável",83
Acre,"Positivo / Detectável",19
Roraima,"Negativo / Não Detectável",31
Roraima,"Positivo / Detectável",31
"Distrito Federal","Negativo / Não Detectável",16
"Distrito Federal","Positivo / Detectável",5
"Amapá","Positivo / Detectável",1
