"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável","6.125"
"Paraná","Positivo / Detectável","2.027"
"São Paulo","Negativo / Não Detectável","5.036"
"São Paulo","Positivo / Detectável","2.293"
"São Paulo","Inconclusivo / Indeterminado",28
Bahia,"Negativo / Não Detectável","1.894"
Bahia,"Positivo / Detectável",827
Bahia,"Inconclusivo / Indeterminado",2
"Rio Grande do Sul","Negativo / Não Detectável","1.861"
"Rio Grande do Sul","Positivo / Detectável",653
"Rio Grande do Sul","Inconclusivo / Indeterminado",4
"Santa Catarina","Negativo / Não Detectável","1.604"
"Santa Catarina","Positivo / Detectável",376
"Santa Catarina","Inconclusivo / Indeterminado",3
Pernambuco,"Negativo / Não Detectável","1.680"
Pernambuco,"Positivo / Detectável",263
Pernambuco,"Inconclusivo / Indeterminado",2
"Ceará","Negativo / Não Detectável","1.408"
"Ceará","Positivo / Detectável",298
"Ceará","Inconclusivo / Indeterminado",2
"Minas Gerais","Negativo / Não Detectável","1.174"
"Minas Gerais","Positivo / Detectável",395
"Minas Gerais","Inconclusivo / Indeterminado",55
"Rio de Janeiro","Negativo / Não Detectável","1.188"
"Rio de Janeiro","Positivo / Detectável",399
"Rio de Janeiro","Inconclusivo / Indeterminado",12
"Goiás","Negativo / Não Detectável",934
"Goiás","Positivo / Detectável",367
"Mato Grosso do Sul","Negativo / Não Detectável",873
"Mato Grosso do Sul","Positivo / Detectável",396
"Mato Grosso do Sul","Inconclusivo / Indeterminado",1
Sergipe,"Negativo / Não Detectável","1.065"
Sergipe,"Positivo / Detectável",177
"Rio Grande do Norte","Negativo / Não Detectável",767
"Rio Grande do Norte","Positivo / Detectável",206
"Rio Grande do Norte","Inconclusivo / Indeterminado",1
"Espírito Santo","Negativo / Não Detectável",705
"Espírito Santo","Positivo / Detectável",238
"Espírito Santo","Inconclusivo / Indeterminado",9
Tocantins,"Negativo / Não Detectável",417
Tocantins,"Positivo / Detectável",341
"Rondônia","Negativo / Não Detectável",575
"Rondônia","Positivo / Detectável",213
"Rondônia","Inconclusivo / Indeterminado",2
"Piauí","Negativo / Não Detectável",563
"Piauí","Positivo / Detectável",216
"Pará","Negativo / Não Detectável",316
"Pará","Positivo / Detectável",69
"Maranhão","Negativo / Não Detectável",272
"Maranhão","Positivo / Detectável",47
"Paraíba","Negativo / Não Detectável",146
"Paraíba","Positivo / Detectável",63
Alagoas,"Negativo / Não Detectável",173
Alagoas,"Positivo / Detectável",21
Alagoas,"Inconclusivo / Indeterminado",1
"Mato Grosso","Negativo / Não Detectável",137
"Mato Grosso","Positivo / Detectável",41
Acre,"Negativo / Não Detectável",128
Acre,"Positivo / Detectável",36
Amazonas,"Negativo / Não Detectável",84
Amazonas,"Positivo / Detectável",34
"Amapá","Negativo / Não Detectável",70
"Amapá","Positivo / Detectável",11
Roraima,"Negativo / Não Detectável",54
Roraima,"Positivo / Detectável",11
"Distrito Federal","Negativo / Não Detectável",22
"Distrito Federal","Positivo / Detectável",10
