"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável",50
"Paraná","Positivo / Detectável",4
"São Paulo","Negativo / Não Detectável",30
"São Paulo","Positivo / Detectável",7
"Minas Gerais","Negativo / Não Detectável",33
"Minas Gerais","Positivo / Detectável",2
"Mato Grosso do Sul","Negativo / Não Detectável",15
"Mato Grosso do Sul","Positivo / Detectável",3
"Rio Grande do Sul","Negativo / Não Detectável",13
"Rio Grande do Sul","Positivo / Detectável",4
"Goiás","Negativo / Não Detectável",13
"Goiás","Positivo / Detectável",3
"Rio de Janeiro","Negativo / Não Detectável",14
"Rio de Janeiro","Positivo / Detectável",1
"Ceará","Negativo / Não Detectável",10
"Ceará","Positivo / Detectável",4
Pernambuco,"Negativo / Não Detectável",7
Pernambuco,"Positivo / Detectável",1
Amazonas,"Negativo / Não Detectável",5
Amazonas,"Positivo / Detectável",1
Acre,"Negativo / Não Detectável",4
Bahia,"Negativo / Não Detectável",3
Bahia,"Positivo / Detectável",1
"Espírito Santo","Negativo / Não Detectável",4
"Maranhão","Negativo / Não Detectável",3
"Maranhão","Positivo / Detectável",1
"Pará","Negativo / Não Detectável",2
"Pará","Positivo / Detectável",1
"Piauí","Negativo / Não Detectável",2
"Piauí","Positivo / Detectável",1
"Rondônia","Negativo / Não Detectável",3
"Rio Grande do Norte","Negativo / Não Detectável",2
"Santa Catarina","Negativo / Não Detectável",1
"Santa Catarina","Positivo / Detectável",1
Sergipe,"Negativo / Não Detectável",1
Sergipe,"Positivo / Detectável",1
