"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","1.200"
"São Paulo","Positivo / Detectável",533
"São Paulo","Inconclusivo / Indeterminado",1
Pernambuco,"Positivo / Detectável",680
Pernambuco,"Negativo / Não Detectável",390
Pernambuco,"Inconclusivo / Indeterminado",12
Bahia,"Negativo / Não Detectável",711
Bahia,"Positivo / Detectável",174
Bahia,"Inconclusivo / Indeterminado",5
"Ceará","Positivo / Detectável",436
"Ceará","Negativo / Não Detectável",135
"Ceará","Inconclusivo / Indeterminado",12
"Rio de Janeiro","Positivo / Detectável",358
"Rio de Janeiro","Negativo / Não Detectável",177
"Rio de Janeiro","Inconclusivo / Indeterminado",8
"Minas Gerais","Negativo / Não Detectável",488
"Minas Gerais","Positivo / Detectável",22
"Minas Gerais","Inconclusivo / Indeterminado",1
Amazonas,"Positivo / Detectável",302
Amazonas,"Negativo / Não Detectável",181
Amazonas,"Inconclusivo / Indeterminado",14
"Amapá","Negativo / Não Detectável",279
"Amapá","Positivo / Detectável",170
"Espírito Santo","Negativo / Não Detectável",304
"Espírito Santo","Positivo / Detectável",138
"Espírito Santo","Inconclusivo / Indeterminado",6
"Paraná","Negativo / Não Detectável",392
"Paraná","Positivo / Detectável",33
"Santa Catarina","Negativo / Não Detectável",363
"Santa Catarina","Positivo / Detectável",44
"Santa Catarina","Inconclusivo / Indeterminado",1
"Pará","Positivo / Detectável",288
"Pará","Negativo / Não Detectável",75
"Pará","Inconclusivo / Indeterminado",10
"Maranhão","Positivo / Detectável",244
"Maranhão","Negativo / Não Detectável",78
Sergipe,"Negativo / Não Detectável",277
Sergipe,"Positivo / Detectável",17
"Rio Grande do Sul","Negativo / Não Detectável",173
"Rio Grande do Sul","Positivo / Detectável",53
"Mato Grosso do Sul","Negativo / Não Detectável",188
"Mato Grosso do Sul","Positivo / Detectável",6
"Rondônia","Negativo / Não Detectável",131
"Rondônia","Positivo / Detectável",57
"Rio Grande do Norte","Negativo / Não Detectável",121
"Rio Grande do Norte","Positivo / Detectável",53
"Piauí","Negativo / Não Detectável",140
"Piauí","Positivo / Detectável",33
"Paraíba","Negativo / Não Detectável",84
"Paraíba","Positivo / Detectável",52
Alagoas,"Positivo / Detectável",94
Alagoas,"Negativo / Não Detectável",30
Alagoas,"Inconclusivo / Indeterminado",5
"Goiás","Negativo / Não Detectável",106
"Goiás","Positivo / Detectável",18
Acre,"Negativo / Não Detectável",75
Acre,"Positivo / Detectável",39
Roraima,"Positivo / Detectável",52
Roraima,"Negativo / Não Detectável",9
"Mato Grosso","Negativo / Não Detectável",46
"Mato Grosso","Positivo / Detectável",1
Tocantins,"Negativo / Não Detectável",7
Tocantins,"Positivo / Detectável",2
"Distrito Federal","Negativo / Não Detectável",5
