"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável",40
"Paraná","Positivo / Detectável",4
"São Paulo","Negativo / Não Detectável",20
"São Paulo","Positivo / Detectável",5
"São Paulo","Inconclusivo / Indeterminado",1
"Minas Gerais","Negativo / Não Detectável",21
"Minas Gerais","Positivo / Detectável",3
Bahia,"Negativo / Não Detectável",13
Bahia,"Positivo / Detectável",3
"Ceará","Negativo / Não Detectável",10
"Ceará","Positivo / Detectável",1
"Paraíba","Negativo / Não Detectável",9
"Paraíba","Positivo / Detectável",1
Amazonas,"Negativo / Não Detectável",9
Tocantins,"Negativo / Não Detectável",9
"Goiás","Negativo / Não Detectável",6
"Goiás","Positivo / Detectável",2
"Rio de Janeiro","Negativo / Não Detectável",6
"Rio de Janeiro","Positivo / Detectável",2
"Mato Grosso do Sul","Negativo / Não Detectável",4
"Mato Grosso do Sul","Positivo / Detectável",3
Roraima,"Negativo / Não Detectável",4
Roraima,"Positivo / Detectável",1
Acre,"Negativo / Não Detectável",3
Acre,"Positivo / Detectável",1
"Espírito Santo","Negativo / Não Detectável",2
"Pará","Negativo / Não Detectável",1
"Pará","Positivo / Detectável",1
Pernambuco,"Negativo / Não Detectável",1
Pernambuco,"Positivo / Detectável",1
"Piauí","Negativo / Não Detectável",1
"Piauí","Positivo / Detectável",1
"Rio Grande do Sul","Negativo / Não Detectável",2
"Rondônia","Negativo / Não Detectável",1
