"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",859
"São Paulo","Positivo / Detectável",322
"São Paulo","Inconclusivo / Indeterminado",6
"Paraná","Negativo / Não Detectável",632
"Paraná","Positivo / Detectável",38
"Paraná","Inconclusivo / Indeterminado",4
"Rio de Janeiro","Negativo / Não Detectável",248
"Rio de Janeiro","Positivo / Detectável",164
"Rio de Janeiro","Inconclusivo / Indeterminado",18
Bahia,"Negativo / Não Detectável",339
Bahia,"Positivo / Detectável",28
"Minas Gerais","Negativo / Não Detectável",265
"Minas Gerais","Positivo / Detectável",7
Pernambuco,"Negativo / Não Detectável",177
Pernambuco,"Positivo / Detectável",66
Pernambuco,"Inconclusivo / Indeterminado",6
"Espírito Santo","Negativo / Não Detectável",199
"Espírito Santo","Positivo / Detectável",22
Amazonas,"Positivo / Detectável",108
Amazonas,"Negativo / Não Detectável",103
Amazonas,"Inconclusivo / Indeterminado",2
"Ceará","Negativo / Não Detectável",89
"Ceará","Positivo / Detectável",83
"Ceará","Inconclusivo / Indeterminado",4
"Santa Catarina","Negativo / Não Detectável",132
"Santa Catarina","Positivo / Detectável",30
"Santa Catarina","Inconclusivo / Indeterminado",1
"Rio Grande do Norte","Negativo / Não Detectável",123
"Rio Grande do Norte","Positivo / Detectável",28
"Maranhão","Negativo / Não Detectável",99
"Maranhão","Positivo / Detectável",42
"Rio Grande do Sul","Negativo / Não Detectável",127
"Rio Grande do Sul","Positivo / Detectável",11
"Pará","Negativo / Não Detectável",100
"Pará","Positivo / Detectável",21
"Amapá","Negativo / Não Detectável",91
"Amapá","Positivo / Detectável",16
"Goiás","Negativo / Não Detectável",99
"Goiás","Positivo / Detectável",5
"Mato Grosso do Sul","Negativo / Não Detectável",77
"Mato Grosso do Sul","Positivo / Detectável",15
"Mato Grosso","Negativo / Não Detectável",83
"Mato Grosso","Positivo / Detectável",6
"Piauí","Negativo / Não Detectável",69
"Piauí","Positivo / Detectável",9
"Piauí","Inconclusivo / Indeterminado",2
Sergipe,"Negativo / Não Detectável",56
Sergipe,"Positivo / Detectável",5
"Rondônia","Negativo / Não Detectável",45
"Rondônia","Positivo / Detectável",1
"Paraíba","Negativo / Não Detectável",31
"Paraíba","Positivo / Detectável",3
Alagoas,"Negativo / Não Detectável",22
Alagoas,"Positivo / Detectável",4
Roraima,"Negativo / Não Detectável",13
Roraima,"Positivo / Detectável",5
Tocantins,"Negativo / Não Detectável",6
"Distrito Federal","Negativo / Não Detectável",3
"Distrito Federal","Positivo / Detectável",1
Acre,"Positivo / Detectável",2
Acre,"Negativo / Não Detectável",1
