"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável",20
"Paraná","Positivo / Detectável",3
"São Paulo","Negativo / Não Detectável",10
"São Paulo","Positivo / Detectável",2
"Mato Grosso do Sul","Negativo / Não Detectável",5
"Mato Grosso do Sul","Positivo / Detectável",1
"Rio Grande do Sul","Negativo / Não Detectável",6
"Espírito Santo","Negativo / Não Detectável",4
Amazonas,"Negativo / Não Detectável",2
"Piauí","Negativo / Não Detectável",2
"Rio de Janeiro","Negativo / Não Detectável",2
Tocantins,"Negativo / Não Detectável",1
