"UF de residência","Vírus","Nº de vírus identificados"
Amazonas,"Influenza B",5
Amazonas,"Parainfluenza tipo 2",1
"Paraná",Metapneumovirus,2
"Paraná",Rinovirus,2
"Paraná",Adenovirus,1
"Paraná","Influenza B",1
"São Paulo","Influenza A",3
"São Paulo","Influenza B",3
"Minas Gerais",Adenovirus,1
"Minas Gerais","Influenza A",1
"Minas Gerais",Metapneumovirus,1
"Rio de Janeiro","Influenza B",2
"Rio de Janeiro",Adenovirus,1
"Ceará","Influenza B",2
Alagoas,"Influenza A",1
"Espírito Santo","Influenza B",1
"Piauí","Parainfluenza tipo 3",1
"Rio Grande do Sul","Coronavirus SARS-CoV2",1
