"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","1.245"
"São Paulo","Influenza B",1
"Paraná","Coronavirus SARS-CoV2",713
Bahia,"Coronavirus SARS-CoV2",641
"Espírito Santo","Coronavirus SARS-CoV2",574
"Rio de Janeiro","Coronavirus SARS-CoV2",374
Sergipe,"Coronavirus SARS-CoV2",355
Pernambuco,"Coronavirus SARS-CoV2",351
"Rondônia","Coronavirus SARS-CoV2",292
"Ceará","Coronavirus SARS-CoV2",274
"Mato Grosso","Coronavirus SARS-CoV2",238
"Rio Grande do Norte","Coronavirus SARS-CoV2",217
"Santa Catarina","Coronavirus SARS-CoV2",217
Tocantins,"Coronavirus SARS-CoV2",209
"Piauí","Coronavirus SARS-CoV2",204
"Minas Gerais","Coronavirus SARS-CoV2",194
"Amapá","Coronavirus SARS-CoV2",173
Acre,"Coronavirus SARS-CoV2",168
Roraima,"Coronavirus SARS-CoV2",160
"Rio Grande do Sul","Coronavirus SARS-CoV2",154
"Mato Grosso do Sul","Coronavirus SARS-CoV2",132
"Paraíba","Coronavirus SARS-CoV2",111
"Pará","Coronavirus SARS-CoV2",89
Alagoas,"Coronavirus SARS-CoV2",86
Amazonas,"Coronavirus SARS-CoV2",70
"Goiás","Coronavirus SARS-CoV2",70
"Maranhão","Coronavirus SARS-CoV2",49
"Distrito Federal","Coronavirus SARS-CoV2",3
