"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2",61
"São Paulo","Influenza A",18
"São Paulo","Influenza B",8
"São Paulo","Coronavirus NL63",1
"São Paulo",Rinovirus,1
"São Paulo","Virus Sincicial Respiratorio",1
"Paraná",Rinovirus,43
"Paraná","Coronavirus SARS-CoV2",5
"Paraná","Coronavirus NL63",3
"Paraná","Influenza A",3
"Paraná","Parainfluenza tipo 3",3
"Paraná","Coronavirus 229E",2
"Paraná","Coronavirus HKU1",2
"Paraná","Virus Sincicial Respiratorio",2
"Paraná",Adenovirus,1
"Paraná","Influenza B",1
Bahia,"Influenza A",24
Bahia,"Influenza B",5
Bahia,"Virus Sincicial Respiratorio",2
Bahia,Adenovirus,1
Bahia,"Coronavirus SARS-CoV2",1
Bahia,Rinovirus,1
"Minas Gerais","Influenza A",12
"Minas Gerais","Influenza B",7
"Minas Gerais","Coronavirus SARS-CoV2",6
"Ceará","Coronavirus SARS-CoV2",10
"Ceará","Influenza A",6
"Ceará","Influenza B",4
"Ceará","Virus Sincicial Respiratorio",4
"Santa Catarina","Influenza A",6
"Santa Catarina","Influenza B",6
"Santa Catarina","Coronavirus SARS-CoV2",5
"Santa Catarina","Virus Sincicial Respiratorio",1
"Pará","Influenza A",9
"Pará",Adenovirus,1
"Pará","Coronavirus SARS-CoV2",1
"Pará",Metapneumovirus,1
"Pará","Parainfluenza tipo 3",1
"Pará",Rinovirus,1
Pernambuco,"Coronavirus SARS-CoV2",9
Pernambuco,"Influenza A",3
Pernambuco,"Influenza B",1
"Goiás","Influenza B",3
"Goiás","Virus Sincicial Respiratorio",3
"Goiás","Influenza A",2
"Goiás","Coronavirus SARS-CoV2",1
"Goiás",Metapneumovirus,1
"Goiás",Rinovirus,1
"Piauí","Influenza A",4
"Piauí",Metapneumovirus,2
"Piauí","Virus Sincicial Respiratorio",2
"Piauí",Adenovirus,1
"Piauí","Coronavirus SARS-CoV2",1
"Piauí","Influenza B",1
"Rio de Janeiro","Coronavirus SARS-CoV2",11
"Rio Grande do Norte","Influenza B",4
"Rio Grande do Norte","Influenza A",3
"Rio Grande do Norte",Adenovirus,1
"Rio Grande do Norte","Parainfluenza tipo 1",1
"Rio Grande do Norte",Rinovirus,1
Amazonas,Adenovirus,2
Amazonas,"Influenza A",1
Amazonas,"Parainfluenza tipo 1",1
Amazonas,"Parainfluenza tipo 3",1
Amazonas,"Virus Sincicial Respiratorio",1
"Espírito Santo","Coronavirus SARS-CoV2",3
"Espírito Santo","Influenza A",2
"Maranhão","Influenza A",4
"Maranhão","Influenza B",1
"Paraíba",Rinovirus,3
"Paraíba","Influenza B",1
"Rio Grande do Sul","Coronavirus SARS-CoV2",3
Acre,"Influenza B",2
"Mato Grosso do Sul","Influenza A",1
"Mato Grosso do Sul",Metapneumovirus,1
"Rondônia","Influenza A",1
"Rondônia","Influenza B",1
Sergipe,"Influenza A",2
"Mato Grosso","Influenza A",1
Roraima,Rinovirus,1
