"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2",334
"São Paulo","Influenza B",1
"Rio de Janeiro","Coronavirus SARS-CoV2",325
Pernambuco,"Coronavirus SARS-CoV2",184
Pernambuco,"Influenza A",2
Amazonas,"Coronavirus SARS-CoV2",174
"Ceará","Coronavirus SARS-CoV2",146
"Maranhão","Coronavirus SARS-CoV2",104
"Maranhão",Metapneumovirus,1
"Paraná","Coronavirus SARS-CoV2",53
"Paraná",Rinovirus,7
"Paraná","Virus Sincicial Respiratorio",2
"Paraná",Metapneumovirus,1
"Espírito Santo","Coronavirus SARS-CoV2",59
"Espírito Santo","Virus Sincicial Respiratorio",3
"Pará","Coronavirus SARS-CoV2",57
"Pará","Influenza A",1
"Santa Catarina","Coronavirus SARS-CoV2",24
"Santa Catarina","Influenza B",2
"Amapá","Coronavirus SARS-CoV2",22
"Goiás","Coronavirus SARS-CoV2",11
"Goiás",Metapneumovirus,5
"Goiás","Influenza B",1
"Goiás",Rinovirus,1
"Goiás","Virus Sincicial Respiratorio",1
Bahia,"Coronavirus SARS-CoV2",14
Bahia,"Influenza A",2
Bahia,"Influenza B",2
"Rio Grande do Norte","Coronavirus SARS-CoV2",17
"Paraíba","Coronavirus SARS-CoV2",16
"Rio Grande do Sul","Coronavirus SARS-CoV2",15
Roraima,"Coronavirus SARS-CoV2",11
Roraima,"Virus Sincicial Respiratorio",2
"Minas Gerais","Coronavirus SARS-CoV2",7
"Minas Gerais","Virus Sincicial Respiratorio",4
Alagoas,"Coronavirus SARS-CoV2",10
"Rondônia","Coronavirus SARS-CoV2",5
"Rondônia","Influenza B",1
Acre,"Coronavirus SARS-CoV2",5
"Mato Grosso do Sul","Coronavirus SARS-CoV2",2
"Mato Grosso do Sul","Influenza B",1
"Mato Grosso do Sul",Metapneumovirus,1
"Mato Grosso do Sul","Virus Sincicial Respiratorio",1
"Piauí",Metapneumovirus,4
"Piauí","Influenza A",1
Tocantins,"Coronavirus SARS-CoV2",2
Tocantins,"Influenza B",1
"Mato Grosso","Coronavirus SARS-CoV2",2
Sergipe,"Influenza A",1
