"UF de residência","Vírus","Nº de vírus identificados"
"Rio de Janeiro","Coronavirus SARS-CoV2",838
Pernambuco,"Coronavirus SARS-CoV2",692
"São Paulo","Coronavirus SARS-CoV2",584
"Ceará","Coronavirus SARS-CoV2",580
"Maranhão","Coronavirus SARS-CoV2",290
"Amapá","Coronavirus SARS-CoV2",279
"Pará","Coronavirus SARS-CoV2",264
Amazonas,"Coronavirus SARS-CoV2",211
Alagoas,"Coronavirus SARS-CoV2",185
Bahia,"Coronavirus SARS-CoV2",180
"Espírito Santo","Coronavirus SARS-CoV2",144
"Santa Catarina","Coronavirus SARS-CoV2",95
Sergipe,"Coronavirus SARS-CoV2",80
Sergipe,"Influenza B",1
"Paraíba","Coronavirus SARS-CoV2",76
"Piauí","Coronavirus SARS-CoV2",72
"Rondônia","Coronavirus SARS-CoV2",69
Roraima,"Coronavirus SARS-CoV2",67
"Rio Grande do Sul","Coronavirus SARS-CoV2",65
"Paraná","Coronavirus SARS-CoV2",59
"Rio Grande do Norte","Coronavirus SARS-CoV2",59
Acre,"Coronavirus SARS-CoV2",35
"Minas Gerais","Coronavirus SARS-CoV2",33
"Minas Gerais","Virus Sincicial Respiratorio",1
"Goiás","Coronavirus SARS-CoV2",15
Tocantins,"Coronavirus SARS-CoV2",8
Tocantins,"Influenza B",1
"Mato Grosso do Sul","Coronavirus SARS-CoV2",4
"Mato Grosso","Coronavirus SARS-CoV2",3
