"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","3.121"
"Paraná","Coronavirus SARS-CoV2","1.778"
"Paraná",Rinovirus,6
Bahia,"Coronavirus SARS-CoV2",814
"Santa Catarina","Coronavirus SARS-CoV2",732
"Rio Grande do Sul","Coronavirus SARS-CoV2",620
Tocantins,"Coronavirus SARS-CoV2",581
Pernambuco,"Coronavirus SARS-CoV2",485
"Rondônia","Coronavirus SARS-CoV2",415
"Ceará","Coronavirus SARS-CoV2",398
"Mato Grosso do Sul","Coronavirus SARS-CoV2",371
"Minas Gerais","Coronavirus SARS-CoV2",365
"Rio de Janeiro","Coronavirus SARS-CoV2",350
"Espírito Santo","Coronavirus SARS-CoV2",330
"Goiás","Coronavirus SARS-CoV2",291
Sergipe,"Coronavirus SARS-CoV2",268
"Rio Grande do Norte","Coronavirus SARS-CoV2",246
"Piauí","Coronavirus SARS-CoV2",136
Acre,"Coronavirus SARS-CoV2",80
"Pará","Coronavirus SARS-CoV2",71
"Paraíba","Coronavirus SARS-CoV2",66
Amazonas,"Coronavirus SARS-CoV2",51
"Maranhão","Coronavirus SARS-CoV2",36
Roraima,"Coronavirus SARS-CoV2",21
Alagoas,"Coronavirus SARS-CoV2",9
"Distrito Federal","Coronavirus SARS-CoV2",8
"Mato Grosso","Coronavirus SARS-CoV2",8
"Amapá","Coronavirus SARS-CoV2",5
