"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","1.180"
"Paraná","Coronavirus SARS-CoV2","1.171"
"Paraná",Rinovirus,2
Bahia,"Coronavirus SARS-CoV2",784
Sergipe,"Coronavirus SARS-CoV2",665
"Mato Grosso","Coronavirus SARS-CoV2",450
"Espírito Santo","Coronavirus SARS-CoV2",436
"Rondônia","Coronavirus SARS-CoV2",363
"Santa Catarina","Coronavirus SARS-CoV2",360
"Minas Gerais","Coronavirus SARS-CoV2",284
"Rio Grande do Norte","Coronavirus SARS-CoV2",275
"Rio Grande do Sul","Coronavirus SARS-CoV2",268
Pernambuco,"Coronavirus SARS-CoV2",255
"Ceará","Coronavirus SARS-CoV2",245
"Rio de Janeiro","Coronavirus SARS-CoV2",234
"Piauí","Coronavirus SARS-CoV2",208
"Mato Grosso do Sul","Coronavirus SARS-CoV2",174
"Mato Grosso do Sul",Adenovirus,1
Roraima,"Coronavirus SARS-CoV2",168
Acre,"Coronavirus SARS-CoV2",136
"Goiás","Coronavirus SARS-CoV2",127
"Amapá","Coronavirus SARS-CoV2",118
Tocantins,"Coronavirus SARS-CoV2",97
"Paraíba","Coronavirus SARS-CoV2",70
"Pará","Coronavirus SARS-CoV2",70
"Maranhão","Coronavirus SARS-CoV2",50
Alagoas,"Coronavirus SARS-CoV2",48
Amazonas,"Coronavirus SARS-CoV2",40
"Distrito Federal","Coronavirus SARS-CoV2",4
