"UF de residência","Vírus","Nº de vírus identificados"
"Paraná",Metapneumovirus,2
"Paraná",Enterovirus,1
"Paraná","Parainfluenza tipo 1",1
"Paraná",Rinovirus,1
"Minas Gerais",Metapneumovirus,3
"Minas Gerais","Influenza A",1
"São Paulo","Influenza B",2
"São Paulo","Influenza A",1
"São Paulo",Rinovirus,1
"Piauí","Influenza A",2
"Piauí",Metapneumovirus,1
Amazonas,"Influenza A",1
Amazonas,"Parainfluenza tipo 1",1
Bahia,"Influenza A",1
"Rio Grande do Norte",Metapneumovirus,1
"Rio de Janeiro","Parainfluenza tipo 3",1
Tocantins,"Influenza A",1
