"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2",230
"São Paulo","Influenza B",11
"São Paulo","Influenza A",8
"Paraná",Rinovirus,33
"Paraná","Influenza A",17
"Paraná","Coronavirus SARS-CoV2",15
"Paraná","Virus Sincicial Respiratorio",5
"Paraná",Bocavirus,3
"Paraná","Coronavirus NL63",3
"Paraná","Influenza B",3
"Paraná",Metapneumovirus,2
"Paraná",Adenovirus,1
"Paraná","Parainfluenza tipo 1",1
"Ceará","Coronavirus SARS-CoV2",70
"Ceará","Influenza A",7
"Ceará","Virus Sincicial Respiratorio",2
"Ceará",Metapneumovirus,1
"Minas Gerais","Influenza A",37
"Minas Gerais","Influenza B",18
"Minas Gerais","Coronavirus SARS-CoV2",12
"Minas Gerais",Metapneumovirus,1
Bahia,"Coronavirus SARS-CoV2",16
Bahia,"Influenza A",13
Bahia,"Influenza B",5
Bahia,"Parainfluenza tipo 3",1
"Santa Catarina","Coronavirus SARS-CoV2",24
"Santa Catarina","Influenza A",6
"Santa Catarina","Virus Sincicial Respiratorio",2
"Paraíba","Influenza B",10
"Paraíba","Coronavirus SARS-CoV2",5
"Paraíba","Influenza A",5
"Paraíba",Rinovirus,5
"Paraíba","Coronavirus NL63",1
"Paraíba","Parainfluenza tipo 1",1
"Paraíba","Virus Sincicial Respiratorio",1
"Rio Grande do Sul","Coronavirus SARS-CoV2",26
Pernambuco,"Influenza A",15
Pernambuco,"Influenza B",6
Pernambuco,"Coronavirus SARS-CoV2",2
"Piauí","Influenza A",10
"Piauí","Coronavirus SARS-CoV2",4
"Piauí","Virus Sincicial Respiratorio",4
"Piauí",Adenovirus,2
"Piauí",Metapneumovirus,1
"Piauí","Parainfluenza tipo 1",1
"Piauí","Parainfluenza tipo 2",1
"Pará","Influenza A",10
"Pará","Influenza B",3
"Pará","Coronavirus SARS-CoV2",1
"Pará","Virus Sincicial Respiratorio",1
"Rio de Janeiro","Coronavirus SARS-CoV2",12
"Rio de Janeiro","Influenza A",2
"Goiás",Metapneumovirus,3
"Goiás",Adenovirus,2
"Goiás","Coronavirus SARS-CoV2",2
"Goiás","Influenza A",2
"Goiás",Rinovirus,2
"Goiás","Parainfluenza tipo 1",1
"Goiás","Virus Sincicial Respiratorio",1
"Rio Grande do Norte","Influenza A",6
"Rio Grande do Norte","Influenza B",5
"Rio Grande do Norte",Metapneumovirus,1
"Rio Grande do Norte","Virus Sincicial Respiratorio",1
"Espírito Santo","Influenza B",6
"Espírito Santo","Coronavirus SARS-CoV2",3
"Espírito Santo","Virus Sincicial Respiratorio",3
Amazonas,Metapneumovirus,3
Amazonas,"Coronavirus SARS-CoV2",2
Amazonas,"Influenza A",2
Amazonas,"Virus Sincicial Respiratorio",2
Amazonas,"Influenza B",1
Amazonas,"Parainfluenza tipo 3",1
"Maranhão","Influenza A",7
"Maranhão","Influenza B",2
"Maranhão",Metapneumovirus,2
"Mato Grosso do Sul",Adenovirus,3
"Mato Grosso do Sul","Influenza A",2
"Mato Grosso do Sul","Coronavirus SARS-CoV2",1
"Mato Grosso do Sul","Influenza B",1
"Mato Grosso do Sul","Virus Sincicial Respiratorio",1
"Rondônia","Influenza B",6
"Rondônia","Influenza A",2
Acre,"Coronavirus SARS-CoV2",4
Acre,"Influenza B",2
Sergipe,"Influenza A",3
Sergipe,Adenovirus,1
Sergipe,"Parainfluenza tipo 3",1
Tocantins,"Coronavirus SARS-CoV2",2
Tocantins,"Influenza A",2
"Amapá","Coronavirus 229E",1
"Amapá","Influenza A",1
"Amapá",Metapneumovirus,1
Roraima,"Influenza A",2
Alagoas,"Coronavirus SARS-CoV2",1
