"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2",210
"São Paulo","Influenza A",1
"São Paulo","Influenza B",1
"Ceará","Coronavirus SARS-CoV2",50
Bahia,"Coronavirus SARS-CoV2",24
Bahia,"Influenza A",5
Bahia,"Parainfluenza tipo 3",1
"Paraná","Coronavirus SARS-CoV2",12
"Paraná","Influenza A",5
"Paraná",Rinovirus,5
"Paraná","Virus Sincicial Respiratorio",3
"Paraná",Adenovirus,2
"Paraná","Influenza B",1
"Rio de Janeiro","Coronavirus SARS-CoV2",28
Pernambuco,"Coronavirus SARS-CoV2",13
Pernambuco,"Influenza A",7
Pernambuco,"Influenza B",4
"Santa Catarina","Coronavirus SARS-CoV2",23
Amazonas,"Coronavirus SARS-CoV2",15
"Minas Gerais","Coronavirus SARS-CoV2",14
"Minas Gerais","Influenza B",1
"Piauí",Metapneumovirus,8
"Piauí","Influenza A",2
"Piauí","Virus Sincicial Respiratorio",2
"Piauí",Adenovirus,1
"Espírito Santo","Coronavirus SARS-CoV2",10
"Espírito Santo","Virus Sincicial Respiratorio",1
"Rio Grande do Norte","Coronavirus SARS-CoV2",11
"Rio Grande do Sul","Coronavirus SARS-CoV2",10
"Pará","Influenza A",4
"Pará","Influenza B",2
"Pará","Coronavirus SARS-CoV2",1
Alagoas,"Coronavirus SARS-CoV2",4
"Mato Grosso","Coronavirus SARS-CoV2",4
"Mato Grosso do Sul","Influenza A",3
"Mato Grosso do Sul","Coronavirus SARS-CoV2",1
"Amapá","Coronavirus SARS-CoV2",3
"Goiás","Coronavirus SARS-CoV2",2
"Goiás",Metapneumovirus,1
"Maranhão","Coronavirus SARS-CoV2",2
"Maranhão","Influenza B",1
"Paraíba","Coronavirus SARS-CoV2",2
"Rondônia","Influenza A",2
Sergipe,"Influenza A",2
Roraima,"Coronavirus SARS-CoV2",1
