"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2",226
"São Paulo","Influenza A",9
"São Paulo","Influenza B",2
"São Paulo","Virus Sincicial Respiratorio",1
"Paraná","Coronavirus SARS-CoV2",25
"Paraná",Rinovirus,24
"Paraná","Influenza A",8
"Paraná","Coronavirus NL63",4
"Paraná","Influenza B",2
"Paraná",Adenovirus,1
"Paraná",Metapneumovirus,1
"Paraná","Virus Sincicial Respiratorio",1
"Ceará","Coronavirus SARS-CoV2",51
"Ceará","Influenza A",1
"Ceará","Influenza B",1
"Ceará","Virus Sincicial Respiratorio",1
"Minas Gerais","Influenza A",24
"Minas Gerais","Influenza B",12
"Minas Gerais","Coronavirus SARS-CoV2",9
Bahia,"Coronavirus SARS-CoV2",16
Bahia,"Influenza A",14
Bahia,"Influenza B",5
"Rio Grande do Sul","Coronavirus SARS-CoV2",25
"Goiás","Influenza A",4
"Goiás","Influenza B",4
"Goiás","Coronavirus SARS-CoV2",3
"Goiás",Metapneumovirus,3
"Goiás",Rinovirus,3
"Goiás","Virus Sincicial Respiratorio",3
"Goiás",Adenovirus,2
"Rio de Janeiro","Coronavirus SARS-CoV2",21
"Rio de Janeiro","Influenza A",1
"Santa Catarina","Coronavirus SARS-CoV2",22
"Mato Grosso do Sul","Coronavirus SARS-CoV2",9
"Mato Grosso do Sul","Influenza A",3
"Mato Grosso do Sul",Adenovirus,2
"Mato Grosso do Sul","Virus Sincicial Respiratorio",2
"Mato Grosso do Sul",Metapneumovirus,1
"Mato Grosso do Sul","Parainfluenza tipo 1",1
"Pará","Influenza A",13
"Pará","Coronavirus SARS-CoV2",5
"Espírito Santo","Virus Sincicial Respiratorio",6
"Espírito Santo","Coronavirus SARS-CoV2",5
"Espírito Santo","Influenza B",3
"Piauí","Influenza A",5
"Piauí",Metapneumovirus,4
"Piauí","Parainfluenza tipo 1",3
"Piauí","Coronavirus SARS-CoV2",1
"Piauí","Influenza B",1
Pernambuco,"Influenza A",11
Pernambuco,"Influenza B",2
Amazonas,"Coronavirus SARS-CoV2",6
Amazonas,"Virus Sincicial Respiratorio",3
Amazonas,"Influenza A",1
Amazonas,Metapneumovirus,1
Amazonas,"Parainfluenza tipo 3",1
"Rio Grande do Norte","Coronavirus SARS-CoV2",5
"Rio Grande do Norte","Influenza A",4
"Rio Grande do Norte","Influenza B",2
Sergipe,"Influenza A",5
Sergipe,"Coronavirus SARS-CoV2",3
Sergipe,"Influenza B",1
Sergipe,"Parainfluenza tipo 1",1
"Maranhão","Influenza B",4
"Maranhão","Coronavirus SARS-CoV2",2
"Maranhão",Rinovirus,1
"Paraíba","Coronavirus SARS-CoV2",3
"Paraíba","Influenza B",3
"Paraíba","Influenza A",1
"Rondônia","Influenza A",3
"Rondônia","Influenza B",3
Roraima,"Influenza A",4
Roraima,"Coronavirus SARS-CoV2",2
Acre,"Coronavirus SARS-CoV2",3
Acre,"Influenza A",1
Acre,"Influenza B",1
Tocantins,"Coronavirus SARS-CoV2",3
Tocantins,"Influenza B",1
Tocantins,Metapneumovirus,1
Alagoas,"Coronavirus SARS-CoV2",2
Alagoas,"Influenza A",1
Alagoas,"Influenza B",1
"Amapá","Influenza A",1
"Amapá","Influenza B",1
"Mato Grosso","Coronavirus SARS-CoV2",2
