"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","1.243"
"Paraná","Coronavirus SARS-CoV2",992
Bahia,"Coronavirus SARS-CoV2",425
"Rio Grande do Sul","Coronavirus SARS-CoV2",345
"Santa Catarina","Coronavirus SARS-CoV2",317
Sergipe,"Coronavirus SARS-CoV2",317
"Minas Gerais","Coronavirus SARS-CoV2",215
"Mato Grosso do Sul","Coronavirus SARS-CoV2",203
"Espírito Santo","Coronavirus SARS-CoV2",180
Pernambuco,"Coronavirus SARS-CoV2",174
"Rio de Janeiro","Coronavirus SARS-CoV2",112
Tocantins,"Coronavirus SARS-CoV2",110
"Rondônia","Coronavirus SARS-CoV2",102
"Goiás","Coronavirus SARS-CoV2",86
"Rio Grande do Norte","Coronavirus SARS-CoV2",83
"Ceará","Coronavirus SARS-CoV2",78
"Piauí","Coronavirus SARS-CoV2",69
"Pará","Coronavirus SARS-CoV2",55
Acre,"Coronavirus SARS-CoV2",42
"Paraíba","Coronavirus SARS-CoV2",27
Alagoas,"Coronavirus SARS-CoV2",17
"Amapá","Coronavirus SARS-CoV2",13
Roraima,"Coronavirus SARS-CoV2",12
"Maranhão","Coronavirus SARS-CoV2",7
"Mato Grosso","Coronavirus SARS-CoV2",6
Amazonas,"Coronavirus SARS-CoV2",5
