"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2",186
"São Paulo","Influenza B",2
"Rio de Janeiro","Coronavirus SARS-CoV2",135
"Rio de Janeiro","Influenza A",1
"Ceará","Coronavirus SARS-CoV2",124
Amazonas,"Coronavirus SARS-CoV2",123
Pernambuco,"Coronavirus SARS-CoV2",114
Pernambuco,"Influenza A",2
"Pará","Coronavirus SARS-CoV2",61
"Maranhão","Coronavirus SARS-CoV2",49
"Espírito Santo","Coronavirus SARS-CoV2",46
"Espírito Santo","Virus Sincicial Respiratorio",1
Bahia,"Coronavirus SARS-CoV2",36
Bahia,"Influenza A",1
Alagoas,"Coronavirus SARS-CoV2",18
"Amapá","Coronavirus SARS-CoV2",18
"Santa Catarina","Coronavirus SARS-CoV2",14
"Paraná","Coronavirus SARS-CoV2",9
"Paraná",Adenovirus,1
"Paraná",Rinovirus,1
"Rio Grande do Sul","Coronavirus SARS-CoV2",11
"Rio Grande do Norte","Coronavirus SARS-CoV2",9
Roraima,"Coronavirus SARS-CoV2",7
"Minas Gerais","Coronavirus SARS-CoV2",5
"Minas Gerais","Virus Sincicial Respiratorio",1
"Goiás","Coronavirus SARS-CoV2",3
"Goiás",Metapneumovirus,1
"Goiás","Virus Sincicial Respiratorio",1
"Mato Grosso do Sul","Coronavirus SARS-CoV2",4
"Mato Grosso do Sul","Influenza A",1
Acre,"Coronavirus SARS-CoV2",4
"Paraíba","Coronavirus SARS-CoV2",4
"Rondônia","Coronavirus SARS-CoV2",4
"Piauí",Adenovirus,1
"Piauí","Coronavirus SARS-CoV2",1
"Piauí","Parainfluenza tipo 1",1
Tocantins,"Coronavirus SARS-CoV2",1
Tocantins,"Influenza B",1
"Mato Grosso","Coronavirus SARS-CoV2",1
Sergipe,"Coronavirus SARS-CoV2",1
