"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","2.625"
"Paraná","Coronavirus SARS-CoV2","1.737"
"Paraná",Rinovirus,5
Bahia,"Coronavirus SARS-CoV2","1.005"
"Rio Grande do Sul","Coronavirus SARS-CoV2",609
"Mato Grosso do Sul","Coronavirus SARS-CoV2",476
"Rio de Janeiro","Coronavirus SARS-CoV2",425
"Rio de Janeiro","Virus Sincicial Respiratorio",1
Tocantins,"Coronavirus SARS-CoV2",426
"Goiás","Coronavirus SARS-CoV2",417
"Minas Gerais","Coronavirus SARS-CoV2",380
"Santa Catarina","Coronavirus SARS-CoV2",378
"Santa Catarina",Rinovirus,1
Pernambuco,"Coronavirus SARS-CoV2",358
"Ceará","Coronavirus SARS-CoV2",348
"Espírito Santo","Coronavirus SARS-CoV2",297
"Rondônia","Coronavirus SARS-CoV2",292
Sergipe,"Coronavirus SARS-CoV2",177
"Rio Grande do Norte","Coronavirus SARS-CoV2",168
"Piauí","Coronavirus SARS-CoV2",101
"Pará","Coronavirus SARS-CoV2",61
"Pará",Rinovirus,1
"Paraíba","Coronavirus SARS-CoV2",44
Acre,"Coronavirus SARS-CoV2",40
Amazonas,"Coronavirus SARS-CoV2",36
"Mato Grosso","Coronavirus SARS-CoV2",36
"Maranhão","Coronavirus SARS-CoV2",30
Roraima,"Coronavirus SARS-CoV2",16
Alagoas,"Coronavirus SARS-CoV2",15
"Amapá","Coronavirus SARS-CoV2",13
"Distrito Federal","Coronavirus SARS-CoV2",6
