"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","1.272"
Bahia,"Coronavirus SARS-CoV2",939
"Paraná","Coronavirus SARS-CoV2",904
"Paraná",Adenovirus,2
"Paraná",Rinovirus,1
"Rio Grande do Sul","Coronavirus SARS-CoV2",675
"Santa Catarina","Coronavirus SARS-CoV2",581
Sergipe,"Coronavirus SARS-CoV2",444
"Ceará","Coronavirus SARS-CoV2",393
"Rio de Janeiro","Coronavirus SARS-CoV2",366
Pernambuco,"Coronavirus SARS-CoV2",343
"Minas Gerais","Coronavirus SARS-CoV2",330
"Mato Grosso do Sul","Coronavirus SARS-CoV2",184
"Pará","Coronavirus SARS-CoV2",176
"Goiás","Coronavirus SARS-CoV2",123
"Rondônia","Coronavirus SARS-CoV2",111
Tocantins,"Coronavirus SARS-CoV2",94
"Rio Grande do Norte","Coronavirus SARS-CoV2",91
"Paraíba","Coronavirus SARS-CoV2",76
Amazonas,"Coronavirus SARS-CoV2",68
Roraima,"Coronavirus SARS-CoV2",55
"Mato Grosso","Coronavirus SARS-CoV2",42
Acre,"Coronavirus SARS-CoV2",32
"Maranhão","Coronavirus SARS-CoV2",17
Alagoas,"Coronavirus SARS-CoV2",7
"Espírito Santo","Coronavirus SARS-CoV2",5
"Piauí","Coronavirus SARS-CoV2",4
"Distrito Federal","Coronavirus SARS-CoV2",3
"Amapá","Coronavirus SARS-CoV2",1
