"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2",256
"Rio de Janeiro","Coronavirus SARS-CoV2",190
"Ceará","Coronavirus SARS-CoV2",188
"Pará","Coronavirus SARS-CoV2",166
Bahia,"Coronavirus SARS-CoV2",143
Pernambuco,"Coronavirus SARS-CoV2",137
Amazonas,"Coronavirus SARS-CoV2",98
"Espírito Santo","Coronavirus SARS-CoV2",86
"Amapá","Coronavirus SARS-CoV2",60
Alagoas,"Coronavirus SARS-CoV2",47
"Maranhão","Coronavirus SARS-CoV2",46
"Rondônia","Coronavirus SARS-CoV2",41
Acre,"Coronavirus SARS-CoV2",32
"Rio Grande do Sul","Coronavirus SARS-CoV2",23
"Rio Grande do Norte","Coronavirus SARS-CoV2",20
"Paraná","Coronavirus SARS-CoV2",18
"Paraná",Metapneumovirus,1
"Santa Catarina","Coronavirus SARS-CoV2",17
"Minas Gerais","Coronavirus SARS-CoV2",11
"Paraíba","Coronavirus SARS-CoV2",10
"Piauí","Coronavirus SARS-CoV2",7
"Piauí",Adenovirus,1
Roraima,"Coronavirus SARS-CoV2",6
Roraima,"Virus Sincicial Respiratorio",1
Sergipe,"Coronavirus SARS-CoV2",5
Sergipe,"Influenza B",1
"Goiás","Coronavirus SARS-CoV2",4
"Goiás","Influenza B",1
"Mato Grosso do Sul","Coronavirus SARS-CoV2",4
"Mato Grosso","Coronavirus SARS-CoV2",1
