"UF de residência","Vírus","Nº de vírus identificados"
"Ceará","Coronavirus SARS-CoV2",306
"Amapá","Coronavirus SARS-CoV2",247
"São Paulo","Coronavirus SARS-CoV2",226
Alagoas,"Coronavirus SARS-CoV2",225
Pernambuco,"Coronavirus SARS-CoV2",222
"Espírito Santo","Coronavirus SARS-CoV2",212
"Rio de Janeiro","Coronavirus SARS-CoV2",192
Bahia,"Coronavirus SARS-CoV2",165
Acre,"Coronavirus SARS-CoV2",146
Sergipe,"Coronavirus SARS-CoV2",146
"Pará","Coronavirus SARS-CoV2",129
"Paraíba","Coronavirus SARS-CoV2",80
Amazonas,"Coronavirus SARS-CoV2",69
"Maranhão","Coronavirus SARS-CoV2",69
"Rio Grande do Norte","Coronavirus SARS-CoV2",50
"Rondônia","Coronavirus SARS-CoV2",50
Tocantins,"Coronavirus SARS-CoV2",47
"Santa Catarina","Coronavirus SARS-CoV2",34
"Paraná","Coronavirus SARS-CoV2",27
"Piauí","Coronavirus SARS-CoV2",27
"Rio Grande do Sul","Coronavirus SARS-CoV2",26
"Mato Grosso","Coronavirus SARS-CoV2",19
"Minas Gerais","Coronavirus SARS-CoV2",18
Roraima,"Coronavirus SARS-CoV2",16
"Mato Grosso do Sul","Coronavirus SARS-CoV2",11
"Mato Grosso do Sul",Adenovirus,1
"Goiás","Coronavirus SARS-CoV2",8
