"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","1.069"
"Paraná","Coronavirus SARS-CoV2",616
"Paraná",Rinovirus,5
Bahia,"Coronavirus SARS-CoV2",274
Bahia,Rinovirus,3
"Rio Grande do Sul","Coronavirus SARS-CoV2",216
"Mato Grosso do Sul","Coronavirus SARS-CoV2",156
"Minas Gerais","Coronavirus SARS-CoV2",149
"Santa Catarina","Coronavirus SARS-CoV2",147
"Espírito Santo","Coronavirus SARS-CoV2",128
"Rio de Janeiro","Coronavirus SARS-CoV2",128
Tocantins,"Coronavirus SARS-CoV2",111
"Ceará","Coronavirus SARS-CoV2",80
"Rondônia","Coronavirus SARS-CoV2",75
"Rio Grande do Norte","Coronavirus SARS-CoV2",56
"Goiás","Coronavirus SARS-CoV2",52
Pernambuco,"Coronavirus SARS-CoV2",46
"Piauí","Coronavirus SARS-CoV2",35
"Pará","Coronavirus SARS-CoV2",31
Sergipe,"Coronavirus SARS-CoV2",28
"Paraíba","Coronavirus SARS-CoV2",26
Alagoas,"Coronavirus SARS-CoV2",13
Acre,"Coronavirus SARS-CoV2",10
Amazonas,"Coronavirus SARS-CoV2",9
"Maranhão","Coronavirus SARS-CoV2",9
"Amapá","Coronavirus SARS-CoV2",3
"Mato Grosso","Coronavirus SARS-CoV2",3
"Distrito Federal","Coronavirus SARS-CoV2",1
Roraima,"Coronavirus SARS-CoV2",1
