"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","1.588"
"Paraná","Coronavirus SARS-CoV2",894
"Paraná",Rinovirus,3
Bahia,"Coronavirus SARS-CoV2",792
Bahia,Rinovirus,3
Bahia,"Virus Sincicial Respiratorio",1
"Rio Grande do Sul","Coronavirus SARS-CoV2",505
"Rio de Janeiro","Coronavirus SARS-CoV2",448
"Santa Catarina","Coronavirus SARS-CoV2",354
"Minas Gerais","Coronavirus SARS-CoV2",325
Sergipe,"Coronavirus SARS-CoV2",318
"Ceará","Coronavirus SARS-CoV2",316
Pernambuco,"Coronavirus SARS-CoV2",225
"Mato Grosso do Sul","Coronavirus SARS-CoV2",203
"Piauí","Coronavirus SARS-CoV2",149
"Rondônia","Coronavirus SARS-CoV2",145
Tocantins,"Coronavirus SARS-CoV2",117
"Goiás","Coronavirus SARS-CoV2",91
"Rio Grande do Norte","Coronavirus SARS-CoV2",91
"Pará","Coronavirus SARS-CoV2",64
Roraima,"Coronavirus SARS-CoV2",55
Amazonas,"Coronavirus SARS-CoV2",51
"Paraíba","Coronavirus SARS-CoV2",41
"Mato Grosso","Coronavirus SARS-CoV2",32
"Espírito Santo","Coronavirus SARS-CoV2",29
Acre,"Coronavirus SARS-CoV2",25
Alagoas,"Coronavirus SARS-CoV2",13
"Maranhão","Coronavirus SARS-CoV2",12
"Distrito Federal","Coronavirus SARS-CoV2",4
