"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","2.883"
"Paraná","Coronavirus SARS-CoV2","1.753"
"Paraná",Rinovirus,4
Bahia,"Coronavirus SARS-CoV2",873
Bahia,"Virus Sincicial Respiratorio",1
"Rio Grande do Sul","Coronavirus SARS-CoV2",589
Tocantins,"Coronavirus SARS-CoV2",475
"Santa Catarina","Coronavirus SARS-CoV2",459
"Goiás","Coronavirus SARS-CoV2",395
"Espírito Santo","Coronavirus SARS-CoV2",394
"Mato Grosso do Sul","Coronavirus SARS-CoV2",393
"Mato Grosso do Sul",Adenovirus,1
"Minas Gerais","Coronavirus SARS-CoV2",393
"Rio de Janeiro","Coronavirus SARS-CoV2",372
"Ceará","Coronavirus SARS-CoV2",351
Pernambuco,"Coronavirus SARS-CoV2",350
Pernambuco,Rinovirus,1
"Rondônia","Coronavirus SARS-CoV2",304
Sergipe,"Coronavirus SARS-CoV2",235
"Rio Grande do Norte","Coronavirus SARS-CoV2",224
"Piauí","Coronavirus SARS-CoV2",113
"Pará","Coronavirus SARS-CoV2",85
Amazonas,"Coronavirus SARS-CoV2",65
"Paraíba","Coronavirus SARS-CoV2",46
Acre,"Coronavirus SARS-CoV2",39
"Maranhão","Coronavirus SARS-CoV2",37
Alagoas,"Coronavirus SARS-CoV2",21
"Mato Grosso","Coronavirus SARS-CoV2",21
Roraima,"Coronavirus SARS-CoV2",18
"Amapá","Coronavirus SARS-CoV2",13
"Distrito Federal","Coronavirus SARS-CoV2",7
