"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","1.961"
"Paraná","Coronavirus SARS-CoV2","1.322"
"Paraná",Rinovirus,2
Bahia,"Coronavirus SARS-CoV2",878
Sergipe,"Coronavirus SARS-CoV2",783
"Espírito Santo","Coronavirus SARS-CoV2",499
"Mato Grosso","Coronavirus SARS-CoV2",444
"Minas Gerais","Coronavirus SARS-CoV2",424
"Rio de Janeiro","Coronavirus SARS-CoV2",374
"Santa Catarina","Coronavirus SARS-CoV2",371
"Rio Grande do Sul","Coronavirus SARS-CoV2",315
Pernambuco,"Coronavirus SARS-CoV2",302
"Mato Grosso do Sul","Coronavirus SARS-CoV2",267
"Rio Grande do Norte","Coronavirus SARS-CoV2",256
"Ceará","Coronavirus SARS-CoV2",193
"Rondônia","Coronavirus SARS-CoV2",186
"Rondônia","Influenza A",1
"Piauí","Coronavirus SARS-CoV2",183
"Goiás","Coronavirus SARS-CoV2",174
Tocantins,"Coronavirus SARS-CoV2",164
"Pará","Coronavirus SARS-CoV2",129
Acre,"Coronavirus SARS-CoV2",109
"Paraíba","Coronavirus SARS-CoV2",102
Roraima,"Coronavirus SARS-CoV2",92
Amazonas,"Coronavirus SARS-CoV2",48
"Maranhão","Coronavirus SARS-CoV2",44
Alagoas,"Coronavirus SARS-CoV2",40
"Amapá","Coronavirus SARS-CoV2",28
"Distrito Federal","Coronavirus SARS-CoV2",3
