"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2",631
"São Paulo","Influenza B",2
"Paraná","Coronavirus SARS-CoV2",472
Sergipe,"Coronavirus SARS-CoV2",364
Bahia,"Coronavirus SARS-CoV2",321
"Espírito Santo","Coronavirus SARS-CoV2",291
"Rio Grande do Sul","Coronavirus SARS-CoV2",156
"Minas Gerais","Coronavirus SARS-CoV2",132
"Rondônia","Coronavirus SARS-CoV2",126
"Mato Grosso","Coronavirus SARS-CoV2",125
"Piauí","Coronavirus SARS-CoV2",122
"Goiás","Coronavirus SARS-CoV2",112
"Rio de Janeiro","Coronavirus SARS-CoV2",110
"Santa Catarina","Coronavirus SARS-CoV2",108
"Rio Grande do Norte","Coronavirus SARS-CoV2",86
Pernambuco,"Coronavirus SARS-CoV2",83
Acre,"Coronavirus SARS-CoV2",69
"Ceará","Coronavirus SARS-CoV2",68
"Mato Grosso do Sul","Coronavirus SARS-CoV2",67
"Paraíba","Coronavirus SARS-CoV2",58
Alagoas,"Coronavirus SARS-CoV2",34
Tocantins,"Coronavirus SARS-CoV2",30
"Pará","Coronavirus SARS-CoV2",27
Roraima,"Coronavirus SARS-CoV2",24
"Amapá","Coronavirus SARS-CoV2",21
"Maranhão","Coronavirus SARS-CoV2",10
Amazonas,"Coronavirus SARS-CoV2",9
"Distrito Federal","Coronavirus SARS-CoV2",3
