"UF de residência","Vírus","Nº de vírus identificados"
"Rio de Janeiro","Coronavirus SARS-CoV2",730
"Ceará","Coronavirus SARS-CoV2",710
Pernambuco,"Coronavirus SARS-CoV2",621
"Amapá","Coronavirus SARS-CoV2",552
"São Paulo","Coronavirus SARS-CoV2",414
Sergipe,"Coronavirus SARS-CoV2",351
Sergipe,"Influenza A",2
"Pará","Coronavirus SARS-CoV2",348
"Espírito Santo","Coronavirus SARS-CoV2",306
Bahia,"Coronavirus SARS-CoV2",291
Alagoas,"Coronavirus SARS-CoV2",284
"Maranhão","Coronavirus SARS-CoV2",181
Amazonas,"Coronavirus SARS-CoV2",151
"Paraíba","Coronavirus SARS-CoV2",143
Acre,"Coronavirus SARS-CoV2",119
"Rondônia","Coronavirus SARS-CoV2",116
"Rio Grande do Norte","Coronavirus SARS-CoV2",112
Roraima,"Coronavirus SARS-CoV2",89
"Santa Catarina","Coronavirus SARS-CoV2",64
"Rio Grande do Sul","Coronavirus SARS-CoV2",56
Tocantins,"Coronavirus SARS-CoV2",49
"Minas Gerais","Coronavirus SARS-CoV2",34
"Piauí","Coronavirus SARS-CoV2",33
"Paraná","Coronavirus SARS-CoV2",25
"Mato Grosso","Coronavirus SARS-CoV2",20
"Mato Grosso do Sul","Coronavirus SARS-CoV2",18
"Mato Grosso do Sul","Virus Sincicial Respiratorio",1
"Goiás","Coronavirus SARS-CoV2",18
"Distrito Federal","Coronavirus SARS-CoV2",1
