"UF de residência","Vírus","Nº de vírus identificados"
"Paraná","Influenza B",2
"Paraná",Rinovirus,2
"Paraná",Metapneumovirus,1
"Paraná","Parainfluenza tipo 3",1
"Paraná","Virus Sincicial Respiratorio",1
"Rio de Janeiro","Influenza B",5
"Rio de Janeiro",Adenovirus,1
"São Paulo","Influenza B",3
"São Paulo","Influenza A",2
Bahia,Adenovirus,3
Pernambuco,"Influenza B",2
Pernambuco,Metapneumovirus,1
"Santa Catarina","Influenza B",2
"Santa Catarina","Parainfluenza tipo 3",1
Amazonas,"Influenza B",1
"Goiás",Metapneumovirus,1
"Minas Gerais","Influenza B",1
"Piauí","Influenza A",1
