"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","1.932"
"Paraná","Coronavirus SARS-CoV2","1.329"
"Paraná",Rinovirus,2
Bahia,"Coronavirus SARS-CoV2",694
Bahia,Rinovirus,4
"Rio Grande do Sul","Coronavirus SARS-CoV2",475
"Espírito Santo","Coronavirus SARS-CoV2",376
"Mato Grosso do Sul","Coronavirus SARS-CoV2",333
"Rio de Janeiro","Coronavirus SARS-CoV2",315
"Minas Gerais","Coronavirus SARS-CoV2",312
"Santa Catarina","Coronavirus SARS-CoV2",305
"Ceará","Coronavirus SARS-CoV2",275
Pernambuco,"Coronavirus SARS-CoV2",180
"Piauí","Coronavirus SARS-CoV2",165
Tocantins,"Coronavirus SARS-CoV2",161
"Rondônia","Coronavirus SARS-CoV2",116
Sergipe,"Coronavirus SARS-CoV2",103
"Rio Grande do Norte","Coronavirus SARS-CoV2",87
"Goiás","Coronavirus SARS-CoV2",63
Amazonas,"Coronavirus SARS-CoV2",57
"Mato Grosso","Coronavirus SARS-CoV2",51
"Paraíba","Coronavirus SARS-CoV2",36
"Pará","Coronavirus SARS-CoV2",31
"Maranhão","Coronavirus SARS-CoV2",25
Acre,"Coronavirus SARS-CoV2",20
Roraima,"Coronavirus SARS-CoV2",15
Alagoas,"Coronavirus SARS-CoV2",3
"Distrito Federal","Coronavirus SARS-CoV2",3
"Amapá","Coronavirus SARS-CoV2",2
