"UF de residência","Vírus","Nº de vírus identificados"
"Rio de Janeiro","Virus Sincicial Respiratorio",7
"Rio de Janeiro",Adenovirus,6
"Rio de Janeiro","Coronavirus SARS-CoV2",1
"Rio de Janeiro","Influenza A",1
"Paraná",Rinovirus,8
"Paraná","Influenza B",1
Bahia,"Influenza A",2
Bahia,"Influenza B",2
Bahia,Metapneumovirus,2
Bahia,Adenovirus,1
"Santa Catarina","Influenza A",6
"São Paulo","Influenza B",5
"São Paulo","Influenza A",1
"Minas Gerais","Influenza A",1
"Minas Gerais","Influenza B",1
"Minas Gerais",Metapneumovirus,1
"Minas Gerais","Virus Sincicial Respiratorio",1
"Ceará","Influenza B",2
"Ceará","Influenza A",1
"Goiás",Rinovirus,2
"Goiás","Influenza A",1
"Maranhão","Influenza A",2
Acre,"Influenza B",1
Amazonas,Adenovirus,1
"Pará","Influenza A",1
Pernambuco,"Influenza B",1
"Piauí","Influenza A",1
"Rio Grande do Norte","Coronavirus SARS-CoV2",1
Sergipe,"Influenza B",1
