"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2",201
"Ceará","Coronavirus SARS-CoV2",60
"Paraná","Coronavirus SARS-CoV2",27
"Paraná",Rinovirus,10
"Paraná","Virus Sincicial Respiratorio",4
"Paraná","Influenza A",1
Bahia,"Coronavirus SARS-CoV2",15
Bahia,"Influenza A",6
Bahia,"Coronavirus NL63",1
"Santa Catarina","Coronavirus SARS-CoV2",17
"Minas Gerais","Coronavirus SARS-CoV2",15
"Rio de Janeiro","Coronavirus SARS-CoV2",15
Pernambuco,"Coronavirus SARS-CoV2",9
Pernambuco,"Influenza A",3
Pernambuco,"Influenza B",1
Pernambuco,"Virus Sincicial Respiratorio",1
"Piauí",Metapneumovirus,4
"Piauí","Virus Sincicial Respiratorio",4
"Piauí","Influenza A",2
"Piauí","Parainfluenza tipo 3",2
"Piauí",Adenovirus,1
"Rio Grande do Norte","Coronavirus SARS-CoV2",11
"Goiás","Coronavirus SARS-CoV2",4
"Goiás",Adenovirus,1
"Goiás","Influenza B",1
"Goiás",Rinovirus,1
"Pará","Influenza B",3
"Pará","Coronavirus SARS-CoV2",2
"Pará","Influenza A",2
"Rio Grande do Sul","Coronavirus SARS-CoV2",7
"Espírito Santo","Coronavirus SARS-CoV2",5
"Espírito Santo","Virus Sincicial Respiratorio",1
"Maranhão","Coronavirus SARS-CoV2",4
"Maranhão","Influenza A",2
"Paraíba","Coronavirus SARS-CoV2",5
"Amapá","Coronavirus SARS-CoV2",3
"Rondônia","Coronavirus SARS-CoV2",2
"Rondônia","Influenza B",1
Alagoas,"Coronavirus SARS-CoV2",1
Alagoas,"Influenza B",1
"Mato Grosso do Sul","Influenza A",1
"Mato Grosso do Sul","Virus Sincicial Respiratorio",1
Roraima,"Coronavirus SARS-CoV2",2
Acre,"Coronavirus SARS-CoV2",1
Amazonas,"Coronavirus SARS-CoV2",1
"Distrito Federal",Metapneumovirus,1
Sergipe,"Influenza A",1
Tocantins,"Coronavirus SARS-CoV2",1
