"UF de residência","Vírus","Nº de vírus identificados"
"Paraná","Influenza A",4
"Paraná",Rinovirus,3
Bahia,"Influenza A",2
Bahia,Metapneumovirus,1
Bahia,"Virus Sincicial Respiratorio",1
"São Paulo","Influenza B",3
"São Paulo","Influenza A",1
"Ceará","Influenza A",1
"Ceará","Influenza B",1
"Minas Gerais","Coronavirus SARS-CoV2",1
"Minas Gerais","Influenza A",1
"Piauí","Influenza A",1
"Piauí","Parainfluenza tipo 3",1
"Santa Catarina","Coronavirus 229E",1
"Santa Catarina","Influenza A",1
Alagoas,"Influenza A",1
Amazonas,Adenovirus,1
"Mato Grosso do Sul","Coronavirus SARS-CoV2",1
"Rio de Janeiro","Influenza B",1
"Rondônia","Influenza B",1
